# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   92       3.303160753449e-10       8.795220967807e-14      -2.408594279110e-12       3.686519313304e-16       1.265974666502e-11       1.664591766011e-12      -7.739567436781e-15 
   93       3.342944990558e-10       9.003951873629e-14      -2.494843829802e-12       3.767624022895e-16       1.231491513982e-11       1.627587724943e-12      -7.695433844131e-15 
   94       3.383018056122e-10       9.212123263131e-14      -2.581659731980e-12       3.849655346162e-16       1.198119025129e-11       1.591670035697e-12      -7.642045034749e-15 
   95       3.423382851435e-10       9.419551738424e-14      -2.668980593142e-12       3.932618036328e-16       1.165863487985e-11       1.556850413318e-12      -7.580384721672e-15 
   96       3.464040768712e-10       9.626051027751e-14      -2.756743754809e-12       4.016517096673e-16       1.134721268267e-11       1.523130288081e-12      -7.511539510816e-15 
   97       3.504991620502e-10       9.831432028566e-14      -2.844885310452e-12       4.101357786220e-16       1.104678429130e-11       1.490500403102e-12      -7.436701648003e-15 
   98       3.546233569098e-10       1.003550285060e-13      -2.933340123412e-12       4.187145625428e-16       1.075710350942e-11       1.458940411937e-12      -7.357171765983e-15 
   99       3.587763055958e-10       1.023806885894e-13      -3.022041844824e-12       4.273886401886e-16       1.047781351048e-11       1.428418476191e-12      -7.274361631461e-15 
  100       3.629574731112e-10       1.043893271708e-13      -3.110922931541e-12       4.361586175999e-16       1.020844303546e-11       1.398890863127e-12      -7.189796892120e-15 
  101       3.671661382580e-10       1.063789443002e-13      -3.199914664051e-12       4.450251286682e-16       9.948402590519e-12       1.370301543264e-12      -7.105119823649e-15 
  102       3.714013865784e-10       1.083475138732e-13      -3.288947164406e-12       4.539888357049e-16       9.696980644727e-12       1.342581787988e-12      -7.022092076764e-15 
  103       3.756621032963e-10       1.102929840618e-13      -3.377949414141e-12       4.630504300108e-16       9.453339827747e-12       1.315649767157e-12      -6.942597424236e-15 
  104       3.799472078226e-10       1.122133288820e-13      -3.466849836207e-12       4.722106120592e-16       9.216706869709e-12       1.289429808032e-12      -6.868237572374e-15 
  105       3.842564085523e-10       1.141067099034e-13      -3.555578091693e-12       4.814700277726e-16       8.986979831915e-12       1.263914001673e-12      -6.799051495957e-15 
  106       3.885895373446e-10       1.159713372891e-13      -3.644063560356e-12       4.908293246591e-16       8.764196197441e-12       1.239108207235e-12      -6.734627419996e-15 
  107       3.929463127136e-10       1.178054215898e-13      -3.732234822118e-12       5.002891717701e-16       8.548344800867e-12       1.215012949705e-12      -6.674492602708e-15 
  108       3.973263354239e-10       1.196071747365e-13      -3.820019681183e-12       5.098502600451e-16       8.339364155007e-12       1.191623233569e-12      -6.618111610715e-15 
  109       4.017290840867e-10       1.213748110332e-13      -3.907345190159e-12       5.195133026570e-16       8.137140777648e-12       1.168928356474e-12      -6.564884594255e-15 
  110       4.061539107554e-10       1.231065481496e-13      -3.994137674181e-12       5.292790353575e-16       7.941507518278e-12       1.146911722893e-12      -6.514145562386e-15 
  111       4.106000365223e-10       1.248006081134e-13      -4.080322755026e-12       5.391482168215e-16       7.752241884823e-12       1.125550657792e-12      -6.465160658192e-15 
  112       4.150665471136e-10       1.264552183037e-13      -4.165825375238e-12       5.491216289925e-16       7.569064370380e-12       1.104816220288e-12      -6.417126433988e-15 
  113       4.195523884860e-10       1.280686124428e-13      -4.250569822245e-12       5.592000774282e-16       7.391636779946e-12       1.084673017320e-12      -6.369168126525e-15 
  114       4.240563624224e-10       1.296390315896e-13      -4.334479752484e-12       5.693843916445e-16       7.219560557158e-12       1.065079017307e-12      -6.320337932201e-15 
  115       4.285771221280e-10       1.311647251317e-13      -4.417478215517e-12       5.796754254617e-16       7.052375111021e-12       1.045985363818e-12      -6.269613282257e-15 
  116       4.331133606122e-10       1.326439993995e-13      -4.499488613523e-12       5.900740314125e-16       6.889658864513e-12       1.027347075108e-12      -6.216114671382e-15 
  117       4.376644112345e-10       1.340753680911e-13      -4.580437660545e-12       6.005809797009e-16       6.731349915456e-12       1.009157016922e-12      -6.159792876303e-15 
  118       4.422297122437e-10       1.354574220854e-13      -4.660252830003e-12       6.111970299928e-16       6.577461401288e-12       9.914157294587e-13      -6.100822440027e-15 
  119       4.468086178544e-10       1.367887848557e-13      -4.738861483553e-12       6.219229565849e-16       6.427981508886e-12       9.741208219727e-13      -6.039389808638e-15 
  120       4.514003955476e-10       1.380681138832e-13      -4.816190903476e-12       6.327595485207e-16       6.282872709538e-12       9.572668826880e-13      -5.975693547730e-15 
  121       4.560042233713e-10       1.392941020710e-13      -4.892168325073e-12       6.437076097058e-16       6.142070993916e-12       9.408453887116e-13      -5.909944558853e-15 
  122       4.606191872410e-10       1.404654791577e-13      -4.966720969055e-12       6.547679590244e-16       6.005485107050e-12       9.248446159485e-13      -5.842366295942e-15 
  123       4.652442782401e-10       1.415810131311e-13      -5.039776073930e-12       6.659414304544e-16       5.872995783299e-12       9.092495490151e-13      -5.773194981762e-15 
  124       4.698783899205e-10       1.426395116420e-13      -5.111260928398e-12       6.772288731835e-16       5.744454981323e-12       8.940417911543e-13      -5.702679824344e-15 
  125       4.745203156030e-10       1.436398234177e-13      -5.181102903740e-12       6.886311517249e-16       5.619685119059e-12       8.791994741489e-13      -5.631083233422e-15 
  126       4.791687456779e-10       1.445808396758e-13      -5.249229486208e-12       7.001491460330e-16       5.498478308691e-12       8.646971682363e-13      -5.558681036873e-15 
  127       4.838222649055e-10       1.454614955382e-13      -5.315568309417e-12       7.117837516192e-16       5.380595591622e-12       8.505057920225e-13      -5.485762697153e-15 
  128       4.884793497165e-10       1.462807714444e-13      -5.380047186735e-12       7.235358796676e-16       5.265766173449e-12       8.365925223963e-13      -5.412631527738e-15 
  129       4.931385221625e-10       1.470377349563e-13      -5.442594866503e-12       7.354064298592e-16       5.153745668063e-12       8.229284848260e-13      -5.339561243101e-15 
  130       4.977988365945e-10       1.477316683551e-13      -5.503143322568e-12       7.473962052269e-16       5.044499678977e-12       8.095129694280e-13      -5.266659759775e-15 
