    2       1.381672548675e-10       4.179499829071e-15       3.519337603853e-13       0.000000000000e+00       8.236367307563e-09       4.535748005188e-10      -1.842359180073e-12 
    3       1.306686531239e-10       5.354348996474e-15       3.955014793340e-13       0.000000000000e+00       5.068757827825e-09       3.217366560501e-10      -1.394919790320e-12 
    4       1.236001702923e-10       4.628865894994e-15       3.698084748635e-13       0.000000000000e+00       3.524741720306e-09       2.436995229163e-10      -9.127420896489e-13 
    5       1.183077426930e-10       3.086039298892e-15       3.148768490778e-13       0.000000000000e+00       2.631980795459e-09       1.925369807922e-10      -5.069340459693e-13 
    6       1.146781768299e-10       1.724512646494e-15       2.535648041985e-13       0.000000000000e+00       2.056887953516e-09       1.566789359604e-10      -2.081013598838e-13 
    7       1.123124790856e-10       9.315387498631e-16       1.990692460620e-13       0.000000000000e+00       1.660293476592e-09       1.303590621554e-10      -1.764539491239e-14 
    8       1.109311142871e-10       6.011014334174e-16       1.571595455014e-13       0.000000000000e+00       1.372927521411e-09       1.103954297785e-10       7.941436980712e-14 
    9       1.102859804248e-10       4.824290419691e-16       1.291090872675e-13       0.000000000000e+00       1.156603671218e-09       9.490293702262e-11       1.064379800027e-13 
   10       1.101461280220e-10       4.107511224560e-16       1.135896283636e-13       0.000000000000e+00       9.888531520530e-10       8.262953805464e-11       8.927942036762e-14 
   11       1.104530640020e-10       3.446473120248e-16       1.079389647141e-13       0.000000000000e+00       8.333835940297e-10       7.300928177390e-11       5.203149475155e-14 
   12       1.110547817767e-10       2.997605938010e-16       1.090991582996e-13       0.000000000000e+00       7.283518685035e-10       6.455571992133e-11       1.227611530859e-14 
   13       1.119010734944e-10       2.870888873749e-16       1.143863561053e-13       0.000000000000e+00       6.421105035679e-10       5.769140609259e-11      -1.798984672911e-14 
   14       1.129451271616e-10       2.986645470520e-16       1.217804724682e-13       0.000000000000e+00       5.703434262137e-10       5.171509446576e-11      -3.451232751219e-14 
   15       1.141731190556e-10       3.227444159879e-16       1.299915823445e-13       0.000000000000e+00       5.099217621027e-10       4.668862181118e-11      -3.750070270463e-14 
   16       1.155093982336e-10       3.568049135698e-16       1.383568137184e-13       0.000000000000e+00       4.585393819630e-10       4.235515072473e-11      -3.091270382109e-14 
   17       1.169822380615e-10       4.063747371038e-16       1.466586604597e-13       0.000000000000e+00       4.144538656938e-10       3.857250006383e-11      -1.994049081604e-14 
   18       1.185282386256e-10       4.768835719424e-16       1.551536685825e-13       0.000000000000e+00       3.761832546392e-10       3.527390097655e-11      -9.473451031824e-15 
   19       1.201586075915e-10       5.686592477816e-16       1.640638891311e-13       0.000000000000e+00       3.431228919729e-10       3.241178334347e-11      -2.117047593535e-15 
   20       1.218661988518e-10       6.797015601253e-16       1.735303860148e-13       0.000000000000e+00       3.140001407281e-10       2.986988168890e-11       4.178512156545e-16 
   21       1.236523856570e-10       8.093677040414e-16       1.835059794283e-13       0.000000000000e+00       2.883589966051e-10       2.760239489172e-11      -1.297201720056e-15 
   22       1.254909578965e-10       9.571668103991e-16       1.938036934928e-13       0.000000000000e+00       2.655875401590e-10       2.555336110625e-11      -5.508442152600e-15 
   23       1.273869409046e-10       1.123298083493e-15       2.040963954041e-13       0.000000000000e+00       2.453737479732e-10       2.371488795356e-11      -1.047337468976e-14 
   24       1.293341830817e-10       1.307992932615e-15       2.139695049788e-13       0.000000000000e+00       2.272513564226e-10       2.207098194232e-11      -1.433780269618e-14 
   25       1.313344512553e-10       1.511337523804e-15       2.231351639078e-13       0.000000000000e+00       2.110078816326e-10       2.060046629451e-11      -1.626983378195e-14 
   26       1.333762434128e-10       1.733606625568e-15       2.313467384808e-13       0.000000000000e+00       1.963499676355e-10       1.926622128273e-11      -1.593284110323e-14 
   27       1.354547483601e-10       1.976814564142e-15       2.384873801469e-13       0.000000000000e+00       1.831022409427e-10       1.805136879223e-11      -1.394322930302e-14 
   28       1.375585680699e-10       2.243493230479e-15       2.445117960711e-13       0.000000000000e+00       1.710367753667e-10       1.693765123931e-11      -1.130852257495e-14 
   29       1.396968397248e-10       2.535049214588e-15       2.494898775298e-13       0.000000000000e+00       1.600922907377e-10       1.592299642000e-11      -8.694764823243e-15 
   30       1.418738533596e-10       2.852517490022e-15       2.535673045455e-13       0.000000000000e+00       1.501516285100e-10       1.500122592650e-11      -6.780554193196e-15 
   31       1.440834301571e-10       3.196898469685e-15       2.568920146969e-13       0.000000000000e+00       1.410124498440e-10       1.415747990736e-11      -6.191188675562e-15 
   32       1.463285997416e-10       3.569250620254e-15       2.594078702268e-13       0.000000000000e+00       1.326277595603e-10       1.338338126926e-11      -6.736395923888e-15 
   33       1.486066185811e-10       3.970624276690e-15       2.609824831887e-13       0.000000000000e+00       1.249384232322e-10       1.266580961629e-11      -7.873515133660e-15 
   34       1.509078260678e-10       4.401985960169e-15       2.614680574118e-13       0.000000000000e+00       1.178370303458e-10       1.198831178814e-11      -9.000874536278e-15 
   35       1.532343410667e-10       4.864053500099e-15       2.607350643079e-13       0.000000000000e+00       1.112873687434e-10       1.135280821938e-11      -9.838917009572e-15 
   36       1.555861721948e-10       5.357390203695e-15       2.586479712675e-13       0.000000000000e+00       1.052370356699e-10       1.076472254780e-11      -1.017397404918e-14 
   37       1.579590800246e-10       5.882531048790e-15       2.550836603090e-13       0.000000000000e+00       9.960745499204e-11       1.022650130100e-11      -9.836520057229e-15 
   38       1.603571619907e-10       6.440296976632e-15       2.500290355319e-13       0.000000000000e+00       9.438417457054e-11       9.735981169104e-12      -8.978637993154e-15 
   39       1.627832803669e-10       7.031578149100e-15       2.435163816058e-13       0.000000000000e+00       8.955070691145e-11       9.286950413907e-12      -7.892044084758e-15 
