# DLM: Best estimate lensing noise spectra [l(l+1)/2pi] N_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:MV (DIAG)              3:TT-TT                  4:TE-TE                  5:EE-EE                  6:BB-BB                  7:EB-EB                  8:TB-TB              
  773       1.262766128294e-14       6.057710665660e-14       3.617117531443e-13       9.833087591213e-14                     -nan       2.199061860415e-14       2.339156808972e-13 
  774       1.260294278805e-14       6.040362321856e-14       3.606448097631e-13       9.804681986817e-14                     -nan       2.195950262622e-14       2.335975717234e-13 
  775       1.257833795020e-14       6.023090034145e-14       3.595892756351e-13       9.776478821547e-14                     -nan       2.192851974323e-14       2.332800326235e-13 
  776       1.255384662390e-14       6.005893302586e-14       3.585450808576e-13       9.748478808691e-14                     -nan       2.189766921712e-14       2.329630622650e-13 
  777       1.252946864602e-14       5.988771611931e-14       3.575121537837e-13       9.720682647637e-14                     -nan       2.186695028047e-14       2.326466591239e-13 
  778       1.250520386972e-14       5.971724502420e-14       3.564904222832e-13       9.693090867499e-14                     -nan       2.183636229370e-14       2.323308236573e-13 
  779       1.248105226700e-14       5.954751783742e-14       3.554798175664e-13       9.665703354935e-14                     -nan       2.180590521996e-14       2.320155648675e-13 
  780       1.245701382792e-14       5.937853324961e-14       3.544802704185e-13       9.638519817329e-14                     -nan       2.177557915887e-14       2.317008938591e-13 
  781       1.243308852671e-14       5.921028983969e-14       3.534917099311e-13       9.611539938182e-14                     -nan       2.174538418997e-14       2.313868216764e-13 
  782       1.240927632168e-14       5.904278607443e-14       3.525140634959e-13       9.584763377011e-14                     -nan       2.171532037261e-14       2.310733593028e-13 
  783       1.238557715518e-14       5.887602030791e-14       3.515472567977e-13       9.558189769237e-14                     -nan       2.168538774584e-14       2.307605176602e-13 
  784       1.236199095351e-14       5.870999078101e-14       3.505912138077e-13       9.531818726088e-14                     -nan       2.165558632836e-14       2.304483076087e-13 
  785       1.233851762686e-14       5.854469562094e-14       3.496458567773e-13       9.505649834493e-14                     -nan       2.162591611838e-14       2.301367399462e-13 
  786       1.231515706919e-14       5.838013284074e-14       3.487111062309e-13       9.479682656973e-14                     -nan       2.159637709353e-14       2.298258254076e-13 
  787       1.229190915822e-14       5.821630033878e-14       3.477868809593e-13       9.453916731542e-14                     -nan       2.156696921080e-14       2.295155746646e-13 
  788       1.226877375532e-14       5.805319589825e-14       3.468730980132e-13       9.428351571601e-14                     -nan       2.153769240638e-14       2.292059983251e-13 
  789       1.224575070543e-14       5.789081718668e-14       3.459696726966e-13       9.402986665830e-14                     -nan       2.150854659562e-14       2.288971069328e-13 
  790       1.222283983701e-14       5.772916175542e-14       3.450765185596e-13       9.377821478091e-14                     -nan       2.147953167293e-14       2.285889109667e-13 
  791       1.220004096197e-14       5.756822703917e-14       3.441935473924e-13       9.352855447316e-14                     -nan       2.145064751163e-14       2.282814208405e-13 
  792       1.217735387556e-14       5.740801035546e-14       3.433206692182e-13       9.328087987405e-14                     -nan       2.142189396391e-14       2.279746469023e-13 
  793       1.215477835633e-14       5.724850890417e-14       3.424577922865e-13       9.303518487127e-14                     -nan       2.139327086073e-14       2.276685994340e-13 
  794       1.213231416603e-14       5.708971976702e-14       3.416048230666e-13       9.279146310005e-14                     -nan       2.136477801169e-14       2.273632886509e-13 
  795       1.210996104958e-14       5.693163990708e-14       3.407616662410e-13       9.254970794222e-14                     -nan       2.133641520494e-14       2.270587247012e-13 
  796       1.208771873495e-14       5.677426616825e-14       3.399282246984e-13       9.230991252510e-14                     -nan       2.130818220714e-14       2.267549176653e-13 
  797       1.206558693310e-14       5.661759527482e-14       3.391043995272e-13       9.207206972048e-14                     -nan       2.128007876327e-14       2.264518775559e-13 
  798       1.204356533793e-14       5.646162383089e-14       3.382900900088e-13       9.183617214356e-14                     -nan       2.125210459661e-14       2.261496143169e-13 
  799       1.202165362616e-14       5.630634831995e-14       3.374851936111e-13       9.160221215195e-14                     -nan       2.122425940862e-14       2.258481378231e-13 
  800       1.199985145732e-14       5.615176510433e-14       3.366896059815e-13       9.137018184455e-14                     -nan       2.119654287884e-14       2.255474578800e-13 
  801       1.197815847360e-14       5.599787042472e-14       3.359032209404e-13       9.114007306059e-14                     -nan       2.116895466477e-14       2.252475842230e-13 
  802       1.195657429984e-14       5.584466039970e-14       3.351259304745e-13       9.091187737851e-14                     -nan       2.114149440184e-14       2.249485265171e-13 
  803       1.193509854344e-14       5.569213102517e-14       3.343576247300e-13       9.068558611497e-14                     -nan       2.111416170323e-14       2.246502943563e-13 
  804       1.191373079427e-14       5.554027817395e-14       3.335981920063e-13       9.046119032379e-14                     -nan       2.108695615986e-14       2.243528972631e-13 
  805       1.189247062460e-14       5.538909759520e-14       3.328475187488e-13       9.023868079488e-14                     -nan       2.105987734021e-14       2.240563446882e-13 
  806       1.187131758903e-14       5.523858491395e-14       3.321054895425e-13       9.001804805324e-14                     -nan       2.103292479028e-14       2.237606460100e-13 
  807       1.185027122445e-14       5.508873563062e-14       3.313719871055e-13       8.979928235788e-14                     -nan       2.100609803349e-14       2.234658105339e-13 
  808       1.182933104989e-14       5.493954512051e-14       3.306468922817e-13       8.958237370080e-14                     -nan       2.097939657056e-14       2.231718474920e-13 
  809       1.180849656652e-14       5.479100863330e-14       3.299300840350e-13       8.936731180591e-14                     -nan       2.095281987941e-14       2.228787660426e-13 
  810       1.178776725755e-14       5.464312129254e-14       3.292214394417e-13       8.915408612805e-14                     -nan       2.092636741510e-14       2.225865752698e-13 
  811       1.176714258815e-14       5.449587809518e-14       3.285208336847e-13       8.894268585187e-14                     -nan       2.090003860970e-14       2.222952841827e-13 
  812       1.174662200537e-14       5.434927391105e-14       3.278281400460e-13       8.873309989084e-14                     -nan       2.087383287223e-14       2.220049017153e-13 
  813       1.172620493808e-14       5.420330348237e-14       3.271432299007e-13       8.852531688618e-14                     -nan       2.084774958850e-14       2.217154367260e-13 
  814       1.170589079691e-14       5.405796142327e-14       3.264659727098e-13       8.831932520582e-14                     -nan       2.082178812109e-14       2.214268979967e-13 
  815       1.168567897415e-14       5.391324221926e-14       3.257962360138e-13       8.811511294338e-14                     -nan       2.079594780919e-14       2.211392942328e-13 
  816       1.166556884369e-14       5.376914022675e-14       3.251338854261e-13       8.791266791707e-14                     -nan       2.077022796855e-14       2.208526340626e-13 
  817       1.164555981186e-14       5.362565033746e-14       3.244787951870e-13       8.771197796562e-14                     -nan       2.074462799616e-14       2.205669254496e-13 
  818       1.162565147117e-14       5.348276998563e-14       3.238308800474e-13       8.751303184372e-14                     -nan       2.071914768653e-14       2.202821739200e-13 
  819       1.160584344919e-14       5.334049717569e-14       3.231900639412e-13       8.731581834048e-14                     -nan       2.069378692088e-14       2.199983843028e-13 
  820       1.158613535778e-14       5.319882982020e-14       3.225562694718e-13       8.712032598298e-14                     -nan       2.066854556277e-14       2.197155613133e-13 
  821       1.156652679306e-14       5.305776573947e-14       3.219294179069e-13       8.692654303525e-14                     -nan       2.064342345803e-14       2.194337095526e-13 
  822       1.154701733531e-14       5.291730266122e-14       3.213094291736e-13       8.673445749734e-14                     -nan       2.061842043466e-14       2.191528335067e-13 
  823       1.152760654895e-14       5.277743822014e-14       3.206962218541e-13       8.654405710426e-14                     -nan       2.059353630276e-14       2.188729375463e-13 
  824       1.150829398242e-14       5.263816995759e-14       3.200897131804e-13       8.635532932505e-14                     -nan       2.056877085449e-14       2.185940259260e-13 
  825       1.148907916817e-14       5.249949532113e-14       3.194898190301e-13       8.616826136174e-14                     -nan       2.054412386392e-14       2.183161027838e-13 
  826       1.146996162256e-14       5.236141166424e-14       3.188964539208e-13       8.598284014839e-14                     -nan       2.051959508703e-14       2.180391721405e-13 
  827       1.145094084580e-14       5.222391624585e-14       3.183095310061e-13       8.579905235009e-14                     -nan       2.049518426157e-14       2.177632378990e-13 
  828       1.143201632192e-14       5.208700623003e-14       3.177289620705e-13       8.561688436195e-14                     -nan       2.047089110704e-14       2.174883038439e-13 
  829       1.141318751863e-14       5.195067868557e-14       3.171546575244e-13       8.543632230816e-14                     -nan       2.044671532456e-14       2.172143736409e-13 
  830       1.139445388736e-14       5.181493058563e-14       3.165865263998e-13       8.525735204093e-14                     -nan       2.042265659681e-14       2.169414508361e-13 
  831       1.137581486309e-14       5.167975880736e-14       3.160244763449e-13       8.507995913956e-14                     -nan       2.039871458798e-14       2.166695388553e-13 
  832       1.135726986436e-14       5.154516013147e-14       3.154684136201e-13       8.490412890941e-14                     -nan       2.037488894365e-14       2.163986410039e-13 
  833       1.133881829317e-14       5.141113124195e-14       3.149182430924e-13       8.472984638094e-14                     -nan       2.035117929074e-14       2.161287604657e-13 
  834       1.132045953494e-14       5.127766872558e-14       3.143738682312e-13       8.455709630868e-14                     -nan       2.032758523742e-14       2.158599003028e-13 
  835       1.130219295842e-14       5.114476907165e-14       3.138351911032e-13       8.438586317027e-14                     -nan       2.030410637305e-14       2.155920634548e-13 
  836       1.128401791563e-14       5.101242867153e-14       3.133021123678e-13       8.421613116548e-14                     -nan       2.028074226807e-14       2.153252527383e-13 
  837       1.126593374182e-14       5.088064381827e-14       3.127745312723e-13       8.404788421516e-14                     -nan       2.025749247397e-14       2.150594708460e-13 
  838       1.124793975538e-14       5.074941070629e-14       3.122523456468e-13       8.388110596031e-14                     -nan       2.023435652315e-14       2.147947203467e-13 
  839       1.123003525776e-14       5.061872543096e-14       3.117354519000e-13       8.371577976108e-14                     -nan       2.021133392892e-14       2.145310036843e-13 
  840       1.121221953348e-14       5.048858398820e-14       3.112237450139e-13       8.355188869574e-14                     -nan       2.018842418533e-14       2.142683231773e-13 
  841       1.119449184997e-14       5.035898227416e-14       3.107171185392e-13       8.338941555972e-14                     -nan       2.016562676720e-14       2.140066810180e-13 
  842       1.117685145756e-14       5.022991608480e-14       3.102154645905e-13       8.322834286464e-14                     -nan       2.014294112994e-14       2.137460792727e-13 
  843       1.115929758943e-14       5.010138111550e-14       3.097186738417e-13       8.306865283727e-14                     -nan       2.012036670953e-14       2.134865198799e-13 
  844       1.114182946148e-14       4.997337296074e-14       3.092266355210e-13       8.291032741856e-14                     -nan       2.009790292244e-14       2.132280046509e-13 
  845       1.112444627235e-14       4.984588711366e-14       3.087392374059e-13       8.275334826265e-14                     -nan       2.007554916555e-14       2.129705352684e-13 
  846       1.110714720329e-14       4.971891896572e-14       3.082563658191e-13       8.259769673591e-14                     -nan       2.005330481604e-14       2.127141132863e-13 
  847       1.108993141811e-14       4.959246380631e-14       3.077779056230e-13       8.244335391588e-14                     -nan       2.003116923135e-14       2.124587401291e-13 
  848       1.107279806314e-14       4.946651682236e-14       3.073037402153e-13       8.229030059033e-14                     -nan       2.000914174910e-14       2.122044170911e-13 
  849       1.105574626714e-14       4.934107309798e-14       3.068337515241e-13       8.213851725628e-14                     -nan       1.998722168699e-14       2.119511453361e-13 
  850       1.103877514125e-14       4.921612761408e-14       3.063678200034e-13       8.198798411896e-14                     -nan       1.996540834275e-14       2.116989258965e-13 
  851       1.102188377893e-14       4.909167524799e-14       3.059058246276e-13       8.183868109086e-14                     -nan       1.994370099404e-14       2.114477596730e-13 
  852       1.100507125585e-14       4.896771077306e-14       3.054476428875e-13       8.169058779071e-14                     -nan       1.992209889838e-14       2.111976474340e-13 
  853       1.098833662991e-14       4.884422885831e-14       3.049931507853e-13       8.154368354251e-14                     -nan       1.990060129307e-14       2.109485898147e-13 
  854       1.097167894109e-14       4.872122406806e-14       3.045422228293e-13       8.139794737454e-14                     -nan       1.987920739513e-14       2.107005873169e-13 
  855       1.095509721145e-14       4.859869086151e-14       3.040947320298e-13       8.125335801836e-14                     -nan       1.985791640120e-14       2.104536403083e-13 
  856       1.093859052328e-14       4.847662423858e-14       3.036505586490e-13       8.110989517686e-14                     -nan       1.983672757786e-14       2.102077487361e-13 
  857       1.092215825542e-14       4.835502169015e-14       3.032096166242e-13       8.096754335422e-14                     -nan       1.981564053435e-14       2.099629112646e-13 
  858       1.090579985085e-14       4.823388128034e-14       3.027718275859e-13       8.082628808929e-14                     -nan       1.979465495435e-14       2.097191261218e-13 
  859       1.088951473876e-14       4.811320100302e-14       3.023371121400e-13       8.068611469170e-14                     -nan       1.977377050597e-14       2.094763913833e-13 
  860       1.087330233450e-14       4.799297878156e-14       3.019053898645e-13       8.054700824106e-14                     -nan       1.975298684163e-14       2.092347049715e-13 
  861       1.085716203951e-14       4.787321246858e-14       3.014765793064e-13       8.040895358619e-14                     -nan       1.973230359805e-14       2.089940646547e-13 
  862       1.084109324128e-14       4.775389984565e-14       3.010505979779e-13       8.027193534433e-14                     -nan       1.971172039618e-14       2.087544680472e-13 
  863       1.082509531328e-14       4.763503862300e-14       3.006273623536e-13       8.013593790035e-14                     -nan       1.969123684110e-14       2.085159126078e-13 
  864       1.080916761496e-14       4.751662643932e-14       3.002067878666e-13       8.000094540598e-14                     -nan       1.967085252200e-14       2.082783956398e-13 
  865       1.079330949163e-14       4.739866086140e-14       2.997887889057e-13       7.986694177901e-14                     -nan       1.965056701212e-14       2.080419142901e-13 
  866       1.077752027446e-14       4.728113938391e-14       2.993732788115e-13       7.973391070254e-14                     -nan       1.963037986864e-14       2.078064655486e-13 
  867       1.076179928039e-14       4.716405942912e-14       2.989601698734e-13       7.960183562415e-14                     -nan       1.961029063265e-14       2.075720462478e-13 
  868       1.074614581212e-14       4.704741834661e-14       2.985493733262e-13       7.947069975514e-14                     -nan       1.959029882910e-14       2.073386530616e-13 
  869       1.073055915803e-14       4.693121341304e-14       2.981407993467e-13       7.934048606977e-14                     -nan       1.957040396672e-14       2.071062825053e-13 
  870       1.071503859213e-14       4.681544183180e-14       2.977343570502e-13       7.921117730442e-14                     -nan       1.955060553794e-14       2.068749309347e-13 
  871       1.069958337401e-14       4.670010073283e-14       2.973299544875e-13       7.908275595686e-14                     -nan       1.953090301886e-14       2.066445945454e-13 
  872       1.068419274879e-14       4.658518717227e-14       2.969274986412e-13       7.895520428546e-14                     -nan       1.951129586919e-14       2.064152693721e-13 
  873       1.066886594709e-14       4.647069813225e-14       2.965268954225e-13       7.882850430835e-14                     -nan       1.949178353212e-14       2.061869512884e-13 
  874       1.065360218493e-14       4.635663052056e-14       2.961280496680e-13       7.870263780273e-14                     -nan       1.947236543437e-14       2.059596360057e-13 
  875       1.063840066373e-14       4.624298117043e-14       2.957308651361e-13       7.857758630399e-14                     -nan       1.945304098602e-14       2.057333190727e-13 
  876       1.062326057022e-14       4.612974684021e-14       2.953352445036e-13       7.845333110500e-14                     -nan       1.943380958052e-14       2.055079958751e-13 
  877       1.060818107641e-14       4.601692421314e-14       2.949410893626e-13       7.832985325530e-14                     -nan       1.941467059458e-14       2.052836616343e-13 
  878       1.059316133952e-14       4.590450989705e-14       2.945483002171e-13       7.820713356030e-14                     -nan       1.939562338814e-14       2.050603114075e-13 
  879       1.057820050197e-14       4.579250042409e-14       2.941567764795e-13       7.808515258053e-14                     -nan       1.937666730429e-14       2.048379400865e-13 
  880       1.056329769127e-14       4.568089225047e-14       2.937664164674e-13       7.796389063082e-14                     -nan       1.935780166921e-14       2.046165423974e-13 
  881       1.054845202000e-14       4.556968175619e-14       2.933771174000e-13       7.784332777955e-14                     -nan       1.933902579213e-14       2.043961128998e-13 
  882       1.053366258576e-14       4.545886524474e-14       2.929887753951e-13       7.772344384786e-14                     -nan       1.932033896521e-14       2.041766459863e-13 
  883       1.051892847112e-14       4.534843894285e-14       2.926012854655e-13       7.760421840883e-14                     -nan       1.930174046355e-14       2.039581358819e-13 
  884       1.050424874356e-14       4.523839900022e-14       2.922145415158e-13       7.748563078676e-14                     -nan       1.928322954506e-14       2.037405766430e-13 
  885       1.048962245540e-14       4.512874148925e-14       2.918284363388e-13       7.736766005632e-14                     -nan       1.926480545046e-14       2.035239621573e-13 
  886       1.047504864380e-14       4.501946240474e-14       2.914428616125e-13       7.725028504182e-14                     -nan       1.924646740318e-14       2.033082861427e-13 
  887       1.046052633066e-14       4.491055766365e-14       2.910577078965e-13       7.713348431640e-14                     -nan       1.922821460927e-14       2.030935421472e-13 
  888       1.044605452258e-14       4.480202310480e-14       2.906728646287e-13       7.701723620126e-14                     -nan       1.921004625741e-14       2.028797235476e-13 
  889       1.043163221082e-14       4.469385448862e-14       2.902882201219e-13       7.690151876484e-14                     -nan       1.919196151880e-14       2.026668235494e-13 
  890       1.041725837126e-14       4.458604749687e-14       2.899036615606e-13       7.678630982211e-14                     -nan       1.917395954709e-14       2.024548351859e-13 
  891       1.040293196430e-14       4.447859773237e-14       2.895190749975e-13       7.667158693370e-14                     -nan       1.915603947836e-14       2.022437513179e-13 
  892       1.038865193486e-14       4.437150071871e-14       2.891343453503e-13       7.655732740517e-14                     -nan       1.913820043100e-14       2.020335646325e-13 
  893       1.037441721229e-14       4.426475190001e-14       2.887493563981e-13       7.644350828624e-14                     -nan       1.912044150569e-14       2.018242676430e-13 
  894       1.036022671036e-14       4.415834664061e-14       2.883639907783e-13       7.633010636995e-14                     -nan       1.910276178534e-14       2.016158526881e-13 
  895       1.034607943464e-14       4.405228081714e-14       2.879781411283e-13       7.621710018807e-14                     -nan       1.908516043077e-14       2.014083130694e-13 
  896       1.033197480683e-14       4.394655260578e-14       2.875917437161e-13       7.610447603441e-14                     -nan       1.906763696974e-14       2.012016464865e-13 
  897       1.031791234565e-14       4.384116072357e-14       2.872047453519e-13       7.599222203822e-14                     -nan       1.905019101254e-14       2.009958516569e-13 
  898       1.030389155979e-14       4.373610383863e-14       2.868170922904e-13       7.588032617641e-14                     -nan       1.903282215657e-14       2.007909271821e-13 
  899       1.028991194787e-14       4.363138056991e-14       2.864287302299e-13       7.576877627312e-14                     -nan       1.901552998631e-14       2.005868715475e-13 
  900       1.027597299843e-14       4.352698948703e-14       2.860396043098e-13       7.565755999921e-14                     -nan       1.899831407325e-14       2.003836831215e-13 
  901       1.026207418987e-14       4.342292911012e-14       2.856496591095e-13       7.554666487177e-14                     -nan       1.898117397588e-14       2.001813601554e-13 
  902       1.024821499043e-14       4.331919790960e-14       2.852588386464e-13       7.543607825365e-14                     -nan       1.896410923960e-14       1.999799007827e-13 
  903       1.023439485815e-14       4.321579430601e-14       2.848670863744e-13       7.532578735296e-14                     -nan       1.894711939669e-14       1.997793030187e-13 
  904       1.022061324081e-14       4.311271666983e-14       2.844743451821e-13       7.521577922261e-14                     -nan       1.893020396629e-14       1.995795647602e-13 
  905       1.020686957595e-14       4.300996332130e-14       2.840805573913e-13       7.510604075979e-14                     -nan       1.891336245428e-14       1.993806837849e-13 
  906       1.019316329079e-14       4.290753253023e-14       2.836856647549e-13       7.499655870553e-14                     -nan       1.889659435330e-14       1.991826577508e-13 
  907       1.017949380219e-14       4.280542251580e-14       2.832896084557e-13       7.488731964416e-14                     -nan       1.887989914268e-14       1.989854841961e-13 
  908       1.016586051665e-14       4.270363144640e-14       2.828923291045e-13       7.477831000287e-14                     -nan       1.886327628838e-14       1.987891605384e-13 
  909       1.015226283024e-14       4.260215743944e-14       2.824937667384e-13       7.466951605122e-14                     -nan       1.884672524295e-14       1.985936840745e-13 
  910       1.013870012861e-14       4.250099856117e-14       2.820938608190e-13       7.456092390063e-14                     -nan       1.883024544549e-14       1.983990519796e-13 
  911       1.012517178688e-14       4.240015282649e-14       2.816925502311e-13       7.445251950391e-14                     -nan       1.881383632157e-14       1.982052613072e-13 
  912       1.011167716968e-14       4.229961819875e-14       2.812897732806e-13       7.434428865480e-14                     -nan       1.879749728324e-14       1.980123089884e-13 
  913       1.009821563107e-14       4.219939258960e-14       2.808854676929e-13       7.423621698744e-14                     -nan       1.878122772891e-14       1.978201918318e-13 
  914       1.008478651452e-14       4.209947385879e-14       2.804795706116e-13       7.412828997591e-14                     -nan       1.876502704338e-14       1.976289065225e-13 
  915       1.007138915288e-14       4.199985981396e-14       2.800720185962e-13       7.402049293375e-14                     -nan       1.874889459771e-14       1.974384496219e-13 
  916       1.005802286832e-14       4.190054821052e-14       2.796627476210e-13       7.391281101346e-14                     -nan       1.873282974923e-14       1.972488175673e-13 
  917       1.004468697233e-14       4.180153675140e-14       2.792516930729e-13       7.380522920602e-14                     -nan       1.871683184148e-14       1.970600066716e-13 
  918       1.003138076564e-14       4.170282308691e-14       2.788387897502e-13       7.369773234043e-14                     -nan       1.870090020414e-14       1.968720131224e-13 
  919       1.001810353824e-14       4.160440481452e-14       2.784239718605e-13       7.359030508318e-14                     -nan       1.868503415302e-14       1.966848329818e-13 
  920       1.000485456928e-14       4.150627947872e-14       2.780071730193e-13       7.348293193780e-14                     -nan       1.866923298995e-14       1.964984621859e-13 
  921       9.991633127108e-15       4.140844457080e-14       2.775883262481e-13       7.337559724436e-14                     -nan       1.865349600282e-14       1.963128965444e-13 
  922       9.978438469161e-15       4.131089752867e-14       2.771673639729e-13       7.326828517900e-14                     -nan       1.863782246543e-14       1.961281317402e-13 
  923       9.965269841979e-15       4.121363573671e-14       2.767442180225e-13       7.316097975341e-14                     -nan       1.862221163754e-14       1.959441633286e-13 
  924       9.952126481154e-15       4.111665652554e-14       2.763188196267e-13       7.305366481440e-14                     -nan       1.860666276474e-14       1.957609867372e-13 
  925       9.939007611290e-15       4.101995717186e-14       2.758910994146e-13       7.294632404338e-14                     -nan       1.859117507846e-14       1.955785972653e-13 
  926       9.925912445976e-15       4.092353489827e-14       2.754609874131e-13       7.283894095585e-14                     -nan       1.857574779589e-14       1.953969900834e-13 
  927       9.912840187743e-15       4.082738687307e-14       2.750284130451e-13       7.273149890100e-14                     -nan       1.856038011994e-14       1.952161602329e-13 
  928       9.899790028035e-15       4.073151021011e-14       2.745933051276e-13       7.262398106111e-14                     -nan       1.854507123919e-14       1.950361026254e-13 
  929       9.886761147168e-15       4.063590196854e-14       2.741555918707e-13       7.251637045119e-14                     -nan       1.852982032785e-14       1.948568120425e-13 
  930       9.873752714297e-15       4.054055915272e-14       2.737152008749e-13       7.240864991838e-14                     -nan       1.851462654570e-14       1.946782831350e-13 
  931       9.860763887380e-15       4.044547871194e-14       2.732720591304e-13       7.230080214154e-14                     -nan       1.849948903805e-14       1.945005104229e-13 
  932       9.847793813146e-15       4.035065754030e-14       2.728260930148e-13       7.219280963075e-14                     -nan       1.848440693569e-14       1.943234882946e-13 
  933       9.834841627051e-15       4.025609247651e-14       2.723772282916e-13       7.208465472681e-14                     -nan       1.846937935483e-14       1.941472110063e-13 
  934       9.821906572112e-15       4.016178078277e-14       2.719254053896e-13       7.197632205332e-14                     -nan       1.845440549977e-14       1.939716738504e-13 
  935       9.808988357481e-15       4.006772159005e-14       2.714706255067e-13       7.186780591589e-14                     -nan       1.843948497259e-14       1.937968766794e-13 
  936       9.796086805403e-15       3.997391447503e-14       2.710129052235e-13       7.175910301768e-14                     -nan       1.842461746820e-14       1.936228204359e-13 
  937       9.783201732846e-15       3.988035898298e-14       2.705522612879e-13       7.165021001712e-14                     -nan       1.840980267206e-14       1.934495059888e-13 
  938       9.770332951476e-15       3.978705462766e-14       2.700887106160e-13       7.154112352782e-14                     -nan       1.839504026011e-14       1.932769341335e-13 
  939       9.757480267647e-15       3.969400089114e-14       2.696222702917e-13       7.143184011839e-14                     -nan       1.838032989875e-14       1.931051055908e-13 
  940       9.744643482373e-15       3.960119722376e-14       2.691529575679e-13       7.132235631230e-14                     -nan       1.836567124482e-14       1.929340210074e-13 
  941       9.731822391315e-15       3.950864304394e-14       2.686807898666e-13       7.121266858773e-14                     -nan       1.835106394557e-14       1.927636809551e-13 
  942       9.719016784756e-15       3.941633773811e-14       2.682057847790e-13       7.110277337742e-14                     -nan       1.833650763859e-14       1.925940859306e-13 
  943       9.706226447590e-15       3.932428066057e-14       2.677279600666e-13       7.099266706853e-14                     -nan       1.832200195181e-14       1.924252363555e-13 
  944       9.693451159292e-15       3.923247113339e-14       2.672473336610e-13       7.088234600251e-14                     -nan       1.830754650346e-14       1.922571325755e-13 
  945       9.680690693910e-15       3.914090844628e-14       2.667639236646e-13       7.077180647489e-14                     -nan       1.829314090202e-14       1.920897748605e-13 
  946       9.667944820038e-15       3.904959185645e-14       2.662777483510e-13       7.066104473521e-14                     -nan       1.827878474621e-14       1.919231634040e-13 
  947       9.655213300799e-15       3.895852058854e-14       2.657888261653e-13       7.055005698683e-14                     -nan       1.826447762491e-14       1.917572983231e-13 
  948       9.642495893826e-15       3.886769383447e-14       2.652971757247e-13       7.043883938677e-14                     -nan       1.825021911720e-14       1.915921796581e-13 
  949       9.629792351245e-15       3.877711075333e-14       2.648028158188e-13       7.032738804559e-14                     -nan       1.823600879226e-14       1.914278073719e-13 
  950       9.617102419651e-15       3.868677047125e-14       2.643057654100e-13       7.021569902724e-14                     -nan       1.822184620936e-14       1.912641813502e-13 
  951       9.604425840093e-15       3.859667208130e-14       2.638060436340e-13       7.010376834891e-14                     -nan       1.820773091783e-14       1.911013014009e-13 
  952       9.591762348053e-15       3.850681464336e-14       2.633036697999e-13       6.999159198086e-14                     -nan       1.819366245701e-14       1.909391672539e-13 
  953       9.579111673427e-15       3.841719718403e-14       2.627986633914e-13       6.987916584630e-14                     -nan       1.817964035624e-14       1.907777785605e-13 
  954       9.566473540506e-15       3.832781869646e-14       2.622910440661e-13       6.976648582123e-14                     -nan       1.816566413482e-14       1.906171348936e-13 
  955       9.553847667957e-15       3.823867814028e-14       2.617808316569e-13       6.965354773429e-14                     -nan       1.815173330194e-14       1.904572357472e-13 
  956       9.541233768801e-15       3.814977444144e-14       2.612680461719e-13       6.954034736664e-14                     -nan       1.813784735670e-14       1.902980805359e-13 
  957       9.528631550399e-15       3.806110649214e-14       2.607527077949e-13       6.942688045176e-14                     -nan       1.812400578804e-14       1.901396685948e-13 
  958       9.516040714430e-15       3.797267315068e-14       2.602348368860e-13       6.931314267535e-14                     -nan       1.811020807471e-14       1.899819991792e-13 
  959       9.503460956871e-15       3.788447324134e-14       2.597144539816e-13       6.919912967515e-14                     -nan       1.809645368525e-14       1.898250714642e-13 
  960       9.490891967978e-15       3.779650555428e-14       2.591915797954e-13       6.908483704083e-14                     -nan       1.808274207794e-14       1.896688845445e-13 
  961       9.478333432268e-15       3.770876884542e-14       2.586662352183e-13       6.897026031379e-14                     -nan       1.806907270078e-14       1.895134374340e-13 
  962       9.465785028499e-15       3.762126183628e-14       2.581384413191e-13       6.885539498706e-14                     -nan       1.805544499146e-14       1.893587290657e-13 
  963       9.453246429653e-15       3.753398321395e-14       2.576082193447e-13       6.874023650512e-14                     -nan       1.804185837728e-14       1.892047582911e-13 
  964       9.440717302911e-15       3.744693163088e-14       2.570755907208e-13       6.862478026379e-14                     -nan       1.802831227519e-14       1.890515238802e-13 
  965       9.428197309642e-15       3.736010570481e-14       2.565405770521e-13       6.850902161003e-14                     -nan       1.801480609168e-14       1.888990245209e-13 
  966       9.415686105375e-15       3.727350401865e-14       2.560032001228e-13       6.839295584183e-14                     -nan       1.800133922281e-14       1.887472588189e-13 
  967       9.403183339788e-15       3.718712512035e-14       2.554634818969e-13       6.827657820806e-14                     -nan       1.798791105414e-14       1.885962252975e-13 
  968       9.390688656683e-15       3.710096752279e-14       2.549214445188e-13       6.815988390831e-14                     -nan       1.797452096069e-14       1.884459223971e-13 
  969       9.378201693968e-15       3.701502970366e-14       2.543771103137e-13       6.804286809275e-14                     -nan       1.796116830694e-14       1.882963484748e-13 
  970       9.365722083641e-15       3.692931010534e-14       2.538305017878e-13       6.792552586196e-14                     -nan       1.794785244676e-14       1.881475018044e-13 
  971       9.353249451767e-15       3.684380713479e-14       2.532816416288e-13       6.780785226684e-14                     -nan       1.793457272340e-14       1.879993805761e-13 
  972       9.340783418459e-15       3.675851916340e-14       2.527305527066e-13       6.768984230839e-14                     -nan       1.792132846945e-14       1.878519828957e-13 
