# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   81       2.886129117524e-10       6.514577185166e-14      -1.514349494851e-12       2.851632272977e-16       1.738454465059e-11       2.166205748713e-12      -8.269546919293e-15 
   82       2.922430069065e-10       6.717521836036e-14      -1.590492465212e-12       2.922693701582e-16       1.686693311140e-11       2.111975726387e-12      -8.172942792709e-15 
   83       2.959053875679e-10       6.921861089965e-14      -1.667822137565e-12       2.994644094474e-16       1.636875535806e-11       2.059675077416e-12      -8.090477091281e-15 
   84       2.995995480422e-10       7.127409103853e-14      -1.746288332877e-12       3.067485939185e-16       1.588809203812e-11       2.009119535657e-12      -8.022023969799e-15 
   85       3.033258650563e-10       7.334001146651e-14      -1.825841020760e-12       3.141221921568e-16       1.542463798728e-11       1.960282230569e-12      -7.966233549772e-15 
   86       3.070847783470e-10       7.541474775232e-14      -1.906428892263e-12       3.215854925872e-16       1.497836792070e-11       1.913162357100e-12      -7.921242885496e-15 
   87       3.108764910232e-10       7.749663131785e-14      -1.987998855363e-12       3.291388038433e-16       1.454905576133e-11       1.867737819879e-12      -7.884923621781e-15 
   88       3.147009575345e-10       7.958394948425e-14      -2.070496041033e-12       3.367824553348e-16       1.413626631402e-11       1.823964343194e-12      -7.854873287709e-15 
   89       3.185578716405e-10       8.167494551808e-14      -2.153863809299e-12       3.445167978170e-16       1.373934693962e-11       1.781774580976e-12      -7.828406590399e-15 
   90       3.224466543801e-10       8.376781867747e-14      -2.238043755307e-12       3.523422039579e-16       1.335741922908e-11       1.741077226778e-12      -7.802546708767e-15 
   91       3.263664420406e-10       8.586072425829e-14      -2.322975715379e-12       3.602590689074e-16       1.298937067756e-11       1.701756123755e-12      -7.774016587289e-15 
   92       3.303160741266e-10       8.795177364030e-14      -2.408597773079e-12       3.682678108654e-16       1.263384635857e-11       1.663669374646e-12      -7.739230229763e-15 
   93       3.342944452200e-10       9.003906231293e-14      -2.494847130098e-12       3.763688665769e-16       1.228957058238e-11       1.626683920527e-12      -7.695117962527e-15 
   94       3.383016472243e-10       9.212075867428e-14      -2.581662855571e-12       3.845626758100e-16       1.195638529482e-11       1.590787159261e-12      -7.641763115191e-15 
   95       3.423379774696e-10       9.419502873495e-14      -2.668983563389e-12       3.928496955833e-16       1.163435318670e-11       1.555990547029e-12      -7.580147645112e-15 
   96       3.464035831874e-10       9.626000975291e-14      -2.756746601914e-12       4.012304055228e-16       1.132343787959e-11       1.522295227604e-12      -7.511356206735e-15 
   97       3.504984544748e-10       9.831381066363e-14      -2.844888071906e-12       4.097053083609e-16       1.102350012956e-11       1.489691629205e-12      -7.436578893113e-15 
   98       3.546224172593e-10       1.003545125104e-13      -2.933342844461e-12       4.182749304346e-16       1.073429403094e-11       1.458159061352e-12      -7.357113977430e-15 
   99       3.587751262621e-10       1.023801688744e-13      -3.022044578942e-12       4.269398221847e-16       1.045546322005e-11       1.427665311724e-12      -7.274370654532e-15 
  100       3.629560579633e-10       1.043888063051e-13      -3.110925740914e-12       4.357005586541e-16       1.018653707896e-11       1.398166243008e-12      -7.189871782443e-15 
  101       3.671645035654e-10       1.063784247505e-13      -3.199917620074e-12       4.445577399866e-16       9.926926939239e-12       1.369605389757e-12      -7.105256623897e-15 
  102       3.713995619577e-10       1.083469979871e-13      -3.288950348186e-12       4.535119919256e-16       9.675922285681e-12       1.341913555245e-12      -7.022283587855e-15 
  103       3.756601326806e-10       1.102924740505e-13      -3.377952917016e-12       4.625639663128e-16       9.432686960080e-12       1.315008408318e-12      -6.942832971033e-15 
  104       3.799451470417e-10       1.122128267489e-13      -3.466853756345e-12       4.717143279387e-16       9.196448812871e-12       1.288813830477e-12      -6.868503571176e-15 
  105       3.842543121741e-10       1.141062172045e-13      -3.555582518327e-12       4.809637119973e-16       8.967106011826e-12       1.263321801896e-12      -6.799334562550e-15 
  106       3.885874548410e-10       1.159708550377e-13      -3.644068568729e-12       4.903127617868e-16       8.744695940812e-12       1.238538162641e-12      -6.734915271678e-15 
  107       3.929442878932e-10       1.178049502117e-13      -3.732240472166e-12       4.997621421895e-16       8.529207415442e-12       1.214463425107e-12      -6.674774187002e-15 
  108       3.973244058513e-10       1.196067140242e-13      -3.820026016193e-12       5.093125400202e-16       8.320579012632e-12       1.191092587911e-12      -6.618377237451e-15 
  109       4.017272804859e-10       1.213743600988e-13      -3.907352235387e-12       5.189646643752e-16       8.118697400140e-12       1.168414949779e-12      -6.565126071026e-15 
  110       4.061522563999e-10       1.231061053769e-13      -3.994145435442e-12       5.287192469806e-16       7.923395666120e-12       1.146413923438e-12      -6.514356333371e-15 
  111       4.105985466090e-10       1.248001711090e-13      -4.080331217249e-12       5.385770425413e-16       7.734451648669e-12       1.125066849504e-12      -6.465335946352e-15 
  112       4.150652281235e-10       1.264547838463e-13      -4.165834500992e-12       5.485388290896e-16       7.551586265375e-12       1.104344810373e-12      -6.417263386632e-15 
  113       4.195512375292e-10       1.280681764325e-13      -4.250579550228e-12       5.586054083340e-16       7.374461842868e-12       1.084212444114e-12      -6.369265964249e-15 
  114       4.240553665687e-10       1.296385889950e-13      -4.334489995982e-12       5.687776060078e-16       7.202680446365e-12       1.064627758352e-12      -6.320398101188e-15 
  115       4.285762577230e-10       1.311642699370e-13      -4.417488860830e-12       5.790562722178e-16       7.035782209219e-12       1.045541944166e-12      -6.269639609964e-15 
  116       4.331125947871e-10       1.326435248394e-13      -4.499499525293e-12       5.894422584433e-16       6.873346217002e-12       1.026910087061e-12      -6.216113023823e-15 
  117       4.376637103313e-10       1.340748677923e-13      -4.580448708823e-12       5.999363446152e-16       6.715310646093e-12       1.008725175175e-12      -6.159769244232e-15 
  118       4.422290441423e-10       1.354568904106e-13      -4.660263898167e-12       6.105393037845e-16       6.561688592220e-12       9.909878955906e-13      -6.100782410649e-15 
  119       4.468079521709e-10       1.367882169691e-13      -4.738872469560e-12       6.212519248197e-16       6.412468243265e-12       9.736960184293e-13      -6.039338520933e-15 
  120       4.513997038378e-10       1.380675058179e-13      -4.816201721147e-12       6.320750125489e-16       6.267612115570e-12       9.568443070905e-13      -5.975635646716e-15 
  121       4.560034793389e-10       1.392934507973e-13      -4.892178905398e-12       6.430093879019e-16       6.127056290245e-12       9.404244284916e-13      -5.909884148776e-15 
  122       4.606183669505e-10       1.404647826535e-13      -4.966731261530e-12       6.540558880529e-16       5.990709649477e-12       9.244248633061e-13      -5.842306892409e-15 
  123       4.652433603349e-10       1.415802704531e-13      -5.039786047926e-12       6.652153665623e-16       5.858453112840e-12       9.088308162037e-13      -5.773139462798e-15 
  124       4.698773558455e-10       1.426387229992e-13      -5.111270574556e-12       6.764886935192e-16       5.730138873600e-12       8.936241260885e-13      -5.702630380391e-15 
  125       4.745191498324e-10       1.436389902457e-13      -5.181112235394e-12       6.878767556836e-16       5.605589635025e-12       8.787831763389e-13      -5.631041316271e-15 
  126       4.791674359475e-10       1.445799647131e-13      -5.249238540839e-12       6.993804566287e-16       5.484597846694e-12       8.642828050466e-13      -5.558647307527e-15 
  127       4.838208024501e-10       1.454605829035e-13      -5.315577150132e-12       7.110007168830e-16       5.366924940804e-12       8.500942152553e-13      -5.485736972628e-15 
  128       4.884777295121e-10       1.462798267156e-13      -5.380055903781e-12       7.227384740726e-16       5.252300568478e-12       8.361848852004e-13      -5.412612726795e-15 
  129       4.931367426382e-10       1.470367648884e-13      -5.442603572914e-12       7.345946486897e-16       5.140480743644e-12       8.225261850632e-13      -5.339547507077e-15 
  130       4.977968976790e-10       1.477306794647e-13      -5.503152131446e-12       7.465700368492e-16       5.031431108412e-12       8.091173626022e-13      -5.266649122682e-15 
  131       5.024573441795e-10       1.483609559396e-13      -5.561634795599e-12       7.586654059812e-16       4.925162422501e-12       7.959640313945e-13      -5.193981361453e-15 
  132       5.071171724722e-10       1.489270461610e-13      -5.617985366488e-12       7.708815280479e-16       4.821673119014e-12       7.830706659085e-13      -5.121606051356e-15 
  133       5.117754120990e-10       1.494284700311e-13      -5.672138267667e-12       7.832191794398e-16       4.720948962268e-12       7.704405668886e-13      -5.049582964653e-15 
  134       5.164310302343e-10       1.498648172082e-13      -5.724028582686e-12       7.956791408718e-16       4.622962705625e-12       7.580758267392e-13      -4.977969722074e-15 
  135       5.210829301070e-10       1.502357488080e-13      -5.773592092631e-12       8.082621972798e-16       4.527673749317e-12       7.459772949086e-13      -4.906821696988e-15 
  136       5.257299494231e-10       1.505409991056e-13      -5.820765313683e-12       8.209691377167e-16       4.435027798281e-12       7.341445432735e-13      -4.836191919576e-15 
  137       5.303708587882e-10       1.507803772370e-13      -5.865485534661e-12       8.338007552490e-16       4.344956519981e-12       7.225758315231e-13      -4.766130981001e-15 
  138       5.350043601298e-10       1.509537689005e-13      -5.907690854573e-12       8.467578468526e-16       4.257377202246e-12       7.112680725432e-13      -4.696686937582e-15 
  139       5.396290851201e-10       1.510611380586e-13      -5.947320220170e-12       8.598412133097e-16       4.172192411092e-12       7.002167978001e-13      -4.627905214962e-15 
  140       5.442435935980e-10       1.511025286396e-13      -5.984313463489e-12       8.730516591046e-16       4.089289648556e-12       6.894161227253e-13      -4.559828512285e-15 
  141       5.488463719918e-10       1.510780662390e-13      -6.018611339408e-12       8.863899923201e-16       4.008541010523e-12       6.788587120992e-13      -4.492496706362e-15 
  142       5.534358317419e-10       1.509879598215e-13      -6.050155563192e-12       8.998570245339e-16       3.929802844555e-12       6.685357454356e-13      -4.425946755846e-15 
  143       5.580103077227e-10       1.508325034222e-13      -6.078888848045e-12       9.134535707149e-16       3.852915407723e-12       6.584368823655e-13      -4.360212605405e-15 
  144       5.625681925606e-10       1.506120897850e-13      -6.104755480286e-12       9.271804056033e-16       3.777736382267e-12       6.485524743403e-13      -4.295316107143e-15 
  145       5.671083578406e-10       1.503272491995e-13      -6.127703029515e-12       9.410381282234e-16       3.704245868903e-12       6.388805185624e-13      -4.231238978451e-15 
  146       5.716297716194e-10       1.499786177456e-13      -6.147680879211e-12       9.550272837542e-16       3.632451142190e-12       6.294203270074e-13      -4.167947884543e-15 
  147       5.761313654694e-10       1.495669274549e-13      -6.164639744523e-12       9.691484054957e-16       3.562353575873e-12       6.201703201514e-13      -4.105403026808e-15 
  148       5.806120336826e-10       1.490930080813e-13      -6.178531712915e-12       9.834020145147e-16       3.493948495302e-12       6.111280052658e-13      -4.043557995359e-15 
  149       5.850706324736e-10       1.485577888710e-13      -6.189310284796e-12       9.977886192912e-16       3.427225029842e-12       6.022899547101e-13      -3.982359621578e-15 
  150       5.895059791835e-10       1.479623003330e-13      -6.196930414169e-12       1.012308715365e-15       3.362165965292e-12       5.936517842273e-13      -3.921747830663e-15 
  151       5.939168514831e-10       1.473076760089e-13      -6.201348549265e-12       1.026962784980e-15       3.298747596296e-12       5.852081312370e-13      -3.861655494173e-15 
  152       5.983019865762e-10       1.465951542438e-13      -6.202522673184e-12       1.041751296733e-15       3.236939578760e-12       5.769526331296e-13      -3.802008282581e-15 
  153       6.026600804034e-10       1.458260799556e-13      -6.200412344533e-12       1.056674705219e-15       3.176704782266e-12       5.688779055606e-13      -3.742724517813e-15 
  154       6.069897868457e-10       1.450019064061e-13      -6.194978738069e-12       1.071733450677e-15       3.117999142484e-12       5.609755207446e-13      -3.683715025798e-15 
  155       6.112897169272e-10       1.441241969708e-13      -6.186184685333e-12       1.086927958635e-15       3.060771513592e-12       5.532359857490e-13      -3.624882989018e-15 
  156       6.155584380195e-10       1.431946269089e-13      -6.173994715297e-12       1.102258639559e-15       3.004963520686e-12       5.456487207885e-13      -3.566123799046e-15 
  157       6.197944730446e-10       1.422149851341e-13      -6.158375094995e-12       1.117725888497e-15       2.950509412195e-12       5.382020375188e-13      -3.507324909105e-15 
  158       6.239962996784e-10       1.411871759845e-13      -6.139293870167e-12       1.133330084726e-15       2.897335912299e-12       5.308831173307e-13      -3.448365686602e-15 
  159       6.281623495544e-10       1.401132209928e-13      -6.116720905902e-12       1.149071591399e-15       2.845362073340e-12       5.236779896443e-13      -3.389117265684e-15 
  160       6.322910074670e-10       1.389952606565e-13      -6.090627927268e-12       1.164950755188e-15       2.794499128236e-12       5.165715102027e-13      -3.329442399780e-15 
  161       6.363807212651e-10       1.378355065270e-13      -6.060988402415e-12       1.180967864637e-15       2.744668692797e-12       5.095506888470e-13      -3.269230266635e-15 
  162       6.404303441266e-10       1.366360889993e-13      -6.027777094919e-12       1.197123021810e-15       2.695859491421e-12       5.026150491189e-13      -3.208504651846e-15 
  163       6.444388211708e-10       1.353991993820e-13      -5.990970549331e-12       1.213416258561e-15       2.648075389095e-12       4.957671475667e-13      -3.147325095016e-15 
  164       6.484050812056e-10       1.341271398979e-13      -5.950547284760e-12       1.229847576272e-15       2.601317430015e-12       4.890093004154e-13      -3.085752810971e-15 
  165       6.523280364402e-10       1.328223252254e-13      -5.906487834786e-12       1.246416945310e-15       2.555583774426e-12       4.823435772720e-13      -3.023850703119e-15 
  166       6.562065821977e-10       1.314872840403e-13      -5.858774787378e-12       1.263124304480e-15       2.510869635460e-12       4.757717948294e-13      -2.961683376809e-15 
  167       6.600395966283e-10       1.301246605571e-13      -5.807392824804e-12       1.279969560485e-15       2.467167215982e-12       4.692955105711e-13      -2.899317152691e-15 
