2.000000000000000000e+00 1.442212703785999882e-10 3.687419665602000060e-13 4.349846713398999762e-15 0.000000000000000000e+00 8.652810720363000278e-09
3.000000000000000000e+00 1.364962790474999915e-10 4.133186912594999872e-13 5.557219152574999924e-15 0.000000000000000000e+00 5.314514195883000267e-09
4.000000000000000000e+00 1.291813320283000007e-10 3.858666230535000004e-13 4.792223249942999874e-15 0.000000000000000000e+00 3.696745516163999931e-09
5.000000000000000000e+00 1.236972698984000009e-10 3.281642249680999822e-13 3.187024351154000037e-15 0.000000000000000000e+00 2.761044581646000024e-09
6.000000000000000000e+00 1.199326022613000055e-10 2.640028951595000020e-13 1.777511327713999941e-15 0.000000000000000000e+00 2.157962496629999836e-09
7.000000000000000000e+00 1.175023125531000018e-10 2.071341351748000059e-13 9.602328921647000930e-16 0.000000000000000000e+00 1.741902619519000099e-09
8.000000000000000000e+00 1.160848110089000043e-10 1.635214387875000003e-13 6.209004042939999771e-16 0.000000000000000000e+00 1.440216876874999921e-09
9.000000000000000000e+00 1.154181482730000052e-10 1.344033723010999898e-13 4.986994548635000424e-16 0.000000000000000000e+00 1.212957218310999904e-09
1.000000000000000000e+01 1.152906618057999942e-10 1.183466310076999918e-13 4.242312381247999910e-16 0.000000000000000000e+00 1.036712858216000085e-09
1.100000000000000000e+01 1.156069924621999989e-10 1.125703887410999968e-13 3.558616782836000134e-16 0.000000000000000000e+00 8.738163633713999988e-10
1.200000000000000000e+01 1.162573953519999982e-10 1.139038742822999926e-13 3.099858307258000011e-16 0.000000000000000000e+00 7.636506130161000424e-10
1.300000000000000000e+01 1.171628611029999899e-10 1.195049436546000059e-13 2.975341000504999922e-16 0.000000000000000000e+00 6.732011674489999639e-10
1.400000000000000000e+01 1.182458283592000024e-10 1.272655398158000115e-13 3.099597786831000121e-16 0.000000000000000000e+00 5.979334709157999580e-10
1.500000000000000000e+01 1.195180562348000057e-10 1.358658011827999967e-13 3.352670804677999954e-16 0.000000000000000000e+00 5.345686200294999492e-10
1.600000000000000000e+01 1.209449149548999917e-10 1.446211276414999958e-13 3.712360823304999805e-16 0.000000000000000000e+00 4.806862398486000183e-10
1.700000000000000000e+01 1.224781456011999957e-10 1.533868556298999880e-13 4.235708623550999981e-16 0.000000000000000000e+00 4.344578126556999923e-10
1.800000000000000000e+01 1.240985618551000064e-10 1.623441649541000023e-13 4.976385064714000344e-16 0.000000000000000000e+00 3.943284012326000068e-10
1.900000000000000000e+01 1.258190528471000073e-10 1.717001218309999995e-13 5.937677655264999585e-16 0.000000000000000000e+00 3.596633090565999812e-10
2.000000000000000000e+01 1.276041541074999897e-10 1.816210074957000124e-13 7.099639312409999703e-16 0.000000000000000000e+00 3.291279933640000045e-10
2.100000000000000000e+01 1.294652096595000001e-10 1.920833055172000093e-13 8.455411686344000430e-16 0.000000000000000000e+00 3.022440783786000202e-10
2.200000000000000000e+01 1.313946474573000021e-10 2.029143425381000009e-13 9.999505354010999859e-16 0.000000000000000000e+00 2.783696503586999795e-10
2.300000000000000000e+01 1.333855662776999932e-10 2.137445786696999968e-13 1.173450873137999942e-15 0.000000000000000000e+00 2.571773435400000040e-10
2.400000000000000000e+01 1.354127640619000127e-10 2.240988974728999890e-13 1.366364178748999938e-15 0.000000000000000000e+00 2.381781179844999902e-10
2.500000000000000000e+01 1.374940775977999936e-10 2.336784533801999971e-13 1.578795450912999970e-15 0.000000000000000000e+00 2.211491610709000096e-10
2.600000000000000000e+01 1.396405677052999886e-10 2.422457543999000201e-13 1.811021497371999940e-15 0.000000000000000000e+00 2.057829107415000028e-10
2.700000000000000000e+01 1.418336185385000048e-10 2.497048614978999867e-13 2.065120279477000078e-15 0.000000000000000000e+00 1.918954271139999974e-10
2.800000000000000000e+01 1.440379831927000018e-10 2.560330393491999804e-13 2.343716799049000109e-15 0.000000000000000000e+00 1.792476462275000005e-10
2.900000000000000000e+01 1.462639063895999879e-10 2.612941893719999813e-13 2.648333479614000053e-15 0.000000000000000000e+00 1.677752395713000054e-10
3.000000000000000000e+01 1.485257757923999946e-10 2.656164994649000042e-13 2.980141195130000064e-15 0.000000000000000000e+00 1.573552968503999975e-10
3.100000000000000000e+01 1.508270846555000077e-10 2.691295419510999937e-13 3.340242326703999898e-15 0.000000000000000000e+00 1.477756111589999970e-10
3.200000000000000000e+01 1.531701401839999969e-10 2.717708447332999919e-13 3.729575867845000138e-15 0.000000000000000000e+00 1.389868959907999885e-10
3.300000000000000000e+01 1.555471447312999891e-10 2.734055834738999842e-13 4.148962430228999842e-15 0.000000000000000000e+00 1.309271662110999944e-10
3.400000000000000000e+01 1.579437929115999947e-10 2.738877448482000166e-13 4.599174680184999806e-15 0.000000000000000000e+00 1.234838318886000052e-10
3.500000000000000000e+01 1.603660798401999986e-10 2.731063025451999786e-13 5.081128514577000224e-15 0.000000000000000000e+00 1.166189250255999993e-10
3.600000000000000000e+01 1.628211454210999898e-10 2.709533578888999960e-13 5.595750430238000304e-15 0.000000000000000000e+00 1.102775025196999998e-10
3.700000000000000000e+01 1.653107873170999893e-10 2.673280382057999971e-13 6.143919098190999966e-15 0.000000000000000000e+00 1.043771843169999952e-10
3.800000000000000000e+01 1.678362353538999872e-10 2.621941751924000228e-13 6.726449680235999900e-15 0.000000000000000000e+00 9.890280490119999612e-11
3.900000000000000000e+01 1.703937020604000017e-10 2.555419953463999965e-13 7.344097969135000540e-15 0.000000000000000000e+00 9.383706375670999438e-11
4.000000000000000000e+01 1.729722141542000080e-10 2.473735470061999761e-13 7.997559626677000550e-15 0.000000000000000000e+00 8.913173122012999375e-11
4.100000000000000000e+01 1.755589601790000038e-10 2.376970490418000171e-13 8.687498706858999924e-15 0.000000000000000000e+00 8.472446781677999841e-11
4.200000000000000000e+01 1.781590987123999884e-10 2.265060911442999912e-13 9.414653710193999213e-15 0.000000000000000000e+00 8.060235413442000321e-11
4.300000000000000000e+01 1.807812279900000128e-10 2.137948060477000045e-13 1.017975952986000052e-14 0.000000000000000000e+00 7.675450019382999505e-11
4.400000000000000000e+01 1.834316246223000083e-10 1.995638555488999987e-13 1.098351641377999949e-14 0.000000000000000000e+00 7.315298074278000329e-11
4.500000000000000000e+01 1.861141669264000014e-10 1.838088106115000089e-13 1.182655686822000006e-14 0.000000000000000000e+00 6.976282150675999488e-11
4.600000000000000000e+01 1.888307386344000009e-10 1.664805838927000074e-13 1.270933849437999973e-14 0.000000000000000000e+00 6.657871452789999641e-11
4.700000000000000000e+01 1.915804687042999965e-10 1.475135761108999915e-13 1.363221628090999952e-14 0.000000000000000000e+00 6.359697192698000026e-11
4.800000000000000000e+01 1.943592761433000038e-10 1.268360771922999902e-13 1.459546786781000151e-14 0.000000000000000000e+00 6.080445121123999851e-11
4.900000000000000000e+01 1.971596012286000120e-10 1.043698231143000017e-13 1.559929007074999954e-14 0.000000000000000000e+00 5.817785208236999965e-11
5.000000000000000000e+01 1.999735905044000033e-10 8.004360042830000079e-14 1.664382345172000087e-14 0.000000000000000000e+00 5.569073835293999872e-11
5.100000000000000000e+01 2.028042945381000111e-10 5.383944139932000230e-14 1.772924195739000141e-14 0.000000000000000000e+00 5.333848211397999811e-11
5.200000000000000000e+01 2.056570450667000035e-10 2.575820199168000155e-14 1.885568160409000009e-14 0.000000000000000000e+00 5.111887486932000059e-11
5.300000000000000000e+01 2.085361631487999949e-10 -4.193177138342999791e-15 2.002321245313000144e-14 0.000000000000000000e+00 4.902466260169000020e-11
5.400000000000000000e+01 2.114448529155000097e-10 -3.600145273175999916e-14 2.123183645496000134e-14 0.000000000000000000e+00 4.704320611526999888e-11
5.500000000000000000e+01 2.143852863862000056e-10 -6.965384285476999509e-14 2.248151770546000031e-14 0.000000000000000000e+00 4.516033990426000090e-11
5.600000000000000000e+01 2.173591259924000058e-10 -1.051607855846999992e-13 2.377228695575000018e-14 0.000000000000000000e+00 4.337384946277999731e-11
5.700000000000000000e+01 2.203669457573999902e-10 -1.425384523824000007e-13 2.510415928860000125e-14 0.000000000000000000e+00 4.168274709137000308e-11
5.800000000000000000e+01 2.234079549514000075e-10 -1.818023145313000085e-13 2.647710310725999941e-14 0.000000000000000000e+00 4.008319446084999836e-11
5.900000000000000000e+01 2.264798992870000096e-10 -2.229671972460999916e-13 2.789103924236000110e-14 0.000000000000000000e+00 3.856832653379000077e-11
6.000000000000000000e+01 2.295789621150000050e-10 -2.660473337819999929e-13 2.934584005880999740e-14 0.000000000000000000e+00 3.712807548603000118e-11
6.100000000000000000e+01 2.327013297820000008e-10 -3.110522684012000081e-13 3.084125290842000099e-14 0.000000000000000000e+00 3.575196769353000112e-11
6.200000000000000000e+01 2.358485218160999961e-10 -3.579733682317000224e-13 3.237665243012999954e-14 0.000000000000000000e+00 3.443864667067000128e-11
6.300000000000000000e+01 2.390230872730999838e-10 -4.067943660889999794e-13 3.395123081309999689e-14 0.000000000000000000e+00 3.318818493103999738e-11
6.400000000000000000e+01 2.422270010578999746e-10 -4.574951683945000046e-13 3.556406531647999745e-14 0.000000000000000000e+00 3.199921941508000128e-11
6.500000000000000000e+01 2.454616179220999960e-10 -5.100517775712999687e-13 3.721411497595000137e-14 0.000000000000000000e+00 3.086886974468999905e-11
6.600000000000000000e+01 2.487276264627999948e-10 -5.644362144407000135e-13 3.890021731009999970e-14 0.000000000000000000e+00 2.979265647776999925e-11
6.700000000000000000e+01 2.520250031201999916e-10 -6.206164406184999882e-13 4.062108502693999914e-14 0.000000000000000000e+00 2.876441936286999931e-11
6.800000000000000000e+01 2.553535031412999891e-10 -6.785596707398000273e-13 4.237543423754999998e-14 0.000000000000000000e+00 2.777796315725000089e-11
6.900000000000000000e+01 2.587143518192999743e-10 -7.382432619493999862e-13 4.416240662718000084e-14 0.000000000000000000e+00 2.683256505740000159e-11
7.000000000000000000e+01 2.621088148782000146e-10 -7.996459016359999628e-13 4.598122730351000190e-14 0.000000000000000000e+00 2.592844149536000123e-11
7.100000000000000000e+01 2.655376601391999839e-10 -8.627444217632000024e-13 4.783108092679000115e-14 0.000000000000000000e+00 2.506508242526000073e-11
