# dimensionless DLM: total delensed [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   90       3.368238744678e-10       8.726481944065e-14      -2.335934999632e-12       8.858320057275e-17       1.394470455064e-11       1.819033915211e-12       1.303478983923e+03 
   91       3.409113173146e-10       8.944743821113e-14      -2.424692905659e-12       9.055073045062e-17       1.355927807839e-11       1.778071384918e-12       1.332445183565e+03 
   92       3.450301112017e-10       9.162816160313e-14      -2.514184967480e-12       9.253977564314e-17       1.318698349332e-11       1.738351139027e-12       1.361729693094e+03 
   93       3.491793316147e-10       9.380500481590e-14      -2.604349215400e-12       9.455033306492e-17       1.282648382836e-11       1.699712528175e-12       1.391332512509e+03 
   94       3.533591193983e-10       9.597605272375e-14      -2.695122204994e-12       9.658239912409e-17       1.247761282410e-11       1.662144039918e-12       1.421253641811e+03 
   95       3.575697793446e-10       9.813938562058e-14      -2.786439031155e-12       9.863597013062e-17       1.214043543439e-11       1.625666096550e-12       1.451493080998e+03 
   96       3.618114564148e-10       1.002930532257e-13      -2.878233342796e-12       1.007110424432e-16       1.181491282071e-11       1.590289329474e-12       1.482050830072e+03 
   97       3.660841282857e-10       1.024350751181e-13      -2.970437357896e-12       1.028076124731e-16       1.150089837610e-11       1.556014185965e-12       1.512926889032e+03 
   98       3.703875978955e-10       1.045634411713e-13      -3.062981878557e-12       1.049256766878e-16       1.119813374908e-11       1.522830535936e-12       1.544121257878e+03 
   99       3.747214859901e-10       1.066761119874e-13      -3.155796306056e-12       1.070652316151e-16       1.090624486756e-11       1.490717278700e-12       1.575633936610e+03 
  100       3.790852236689e-10       1.087710193316e-13      -3.248808655894e-12       1.092262738466e-16       1.062473796278e-11       1.459641949737e-12       1.607464925228e+03 
  101       3.834780449311e-10       1.108460665668e-13      -3.341945572851e-12       1.114088000416e-16       1.035299559324e-11       1.429560327460e-12       1.639614223733e+03 
  102       3.878989792216e-10       1.128991290881e-13      -3.435132346039e-12       1.136128069310e-16       1.009027266857e-11       1.400416039975e-12       1.672081832123e+03 
  103       3.923468439774e-10       1.149280547570e-13      -3.528292923952e-12       1.158382913211e-16       9.835692473533e-12       1.372140171850e-12       1.704867750400e+03 
  104       3.968204926799e-10       1.169307187263e-13      -3.621350937573e-12       1.180852497128e-16       9.588445422022e-12       1.344667390703e-12       1.737971978563e+03 
  105       4.013196132308e-10       1.189051954130e-13      -3.714232894672e-12       1.203536770938e-16       9.348424460696e-12       1.317987654965e-12       1.771394516613e+03 
  106       4.058440240312e-10       1.208496106744e-13      -3.806865447077e-12       1.226435679896e-16       9.115668486168e-12       1.292100790496e-12       1.805135364548e+03 
  107       4.103934235154e-10       1.227620905122e-13      -3.899174446976e-12       1.249549168332e-16       8.890165552519e-12       1.267000385361e-12       1.839194522370e+03 
  108       4.149673855048e-10       1.246407621044e-13      -3.991084973042e-12       1.272877179640e-16       8.671851123020e-12       1.242673578134e-12       1.873571990078e+03 
  109       4.195653545617e-10       1.264837548379e-13      -4.082521356563e-12       1.296419656282e-16       8.460606321866e-12       1.219100846195e-12       1.908267767672e+03 
  110       4.241866413432e-10       1.282892013401e-13      -4.173407207573e-12       1.320176539776e-16       8.256256185894e-12       1.196255794034e-12       1.943281855152e+03 
  111       4.288304179549e-10       1.300552385115e-13      -4.263665440982e-12       1.344147770699e-16       8.058567916318e-12       1.174104941550e-12       1.978614252518e+03 
  112       4.334957133049e-10       1.317800085576e-13      -4.353218302706e-12       1.368333288677e-16       7.867249130450e-12       1.152607512357e-12       2.014264959771e+03 
  113       4.381814084576e-10       1.334616600212e-13      -4.441987395794e-12       1.392733032384e-16       7.681946113428e-12       1.131715222078e-12       2.050233976910e+03 
  114       4.428862319873e-10       1.350983488143e-13      -4.529893706562e-12       1.417346939536e-16       7.502242069943e-12       1.111372066653e-12       2.086521303935e+03 
  115       4.476087553325e-10       1.366882392506e-13      -4.616857630719e-12       1.442174946887e-16       7.327655375968e-12       1.091514110634e-12       2.123126940846e+03 
  116       4.523475960892e-10       1.382295545349e-13      -4.702799809637e-12       1.467216983826e-16       7.157745175507e-12       1.072083919765e-12       2.160050887643e+03 
  117       4.571020658665e-10       1.397207329892e-13      -4.787643698624e-12       1.492472952288e-16       6.992446473617e-12       1.053076302005e-12       2.197293144327e+03 
  118       4.618715928398e-10       1.411602928475e-13      -4.871313361427e-12       1.517942744377e-16       6.831772691020e-12       1.034497756093e-12       2.234853710896e+03 
  119       4.666555180821e-10       1.425467859512e-13      -4.953732720963e-12       1.543626248494e-16       6.675711174021e-12       1.016352243563e-12       2.272732587352e+03 
