# DLM: Best estimate lensing noise spectra [l(l+1)/2pi] N_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:MV (DIAG)              3:TT-TT                  4:TE-TE                  5:EE-EE                  6:BB-BB                  7:EB-EB                  8:TB-TB              
  506       2.355724844991e-14       1.458643838527e-13       6.601909857820e-13       1.995318417897e-13                     -nan       3.774842451035e-14       3.881334046659e-13 
  507       2.348245151816e-14       1.452839895605e-13       6.589651965207e-13       1.988822228565e-13                     -nan       3.763373792123e-14       3.869490448066e-13 
  508       2.340818155262e-14       1.447072056640e-13       6.577683207010e-13       1.982402263420e-13                     -nan       3.751974729268e-14       3.857718139065e-13 
  509       2.333443713270e-14       1.441340249009e-13       6.566000711839e-13       1.976057992799e-13                     -nan       3.740645260484e-14       3.846017188632e-13 
  510       2.326121664473e-14       1.435644387034e-13       6.554601502002e-13       1.969788859737e-13                     -nan       3.729385358838e-14       3.834387641206e-13 
  511       2.318851828063e-14       1.429984371887e-13       6.543482492858e-13       1.963594279791e-13                     -nan       3.718194972269e-14       3.822829516514e-13 
  512       2.311634003658e-14       1.424360091502e-13       6.532640492173e-13       1.957473640865e-13                     -nan       3.707074023412e-14       3.811342809388e-13 
  513       2.304467971171e-14       1.418771420488e-13       6.522072199477e-13       1.951426303043e-13                     -nan       3.696022409418e-14       3.799927489592e-13 
  514       2.297353490674e-14       1.413218220032e-13       6.511774205421e-13       1.945451598407e-13                     -nan       3.685040001773e-14       3.788583501640e-13 
  515       2.290290302271e-14       1.407700337815e-13       6.501742991129e-13       1.939548830873e-13                     -nan       3.674126646123e-14       3.777310764617e-13 
  516       2.283278125959e-14       1.402217607917e-13       6.491974927561e-13       1.933717276007e-13                     -nan       3.663282162092e-14       3.766109172004e-13 
  517       2.276316661500e-14       1.396769850729e-13       6.482466274860e-13       1.927956180860e-13                     -nan       3.652506343105e-14       3.754978591496e-13 
  518       2.269405588287e-14       1.391356872861e-13       6.473213181717e-13       1.922264763792e-13                     -nan       3.641798956210e-14       3.743918864827e-13 
  519       2.262544565212e-14       1.385978467054e-13       6.464211684721e-13       1.916642214297e-13                     -nan       3.631159741896e-14       3.732929807588e-13 
  520       2.255733230530e-14       1.380634412088e-13       6.455457707715e-13       1.911087692831e-13                     -nan       3.620588413917e-14       3.722011209051e-13 
  521       2.248971201732e-14       1.375324472690e-13       6.446947061157e-13       1.905600330637e-13                     -nan       3.610084659113e-14       3.711162831990e-13 
  522       2.242258075409e-14       1.370048399447e-13       6.438675441470e-13       1.900179229575e-13                     -nan       3.599648137229e-14       3.700384412504e-13 
  523       2.235593427118e-14       1.364805928713e-13       6.430638430403e-13       1.894823461944e-13                     -nan       3.589278480740e-14       3.689675659835e-13 
  524       2.228976811253e-14       1.359596782521e-13       6.422831494384e-13       1.889532070312e-13                     -nan       3.578975294667e-14       3.679036256194e-13 
  525       2.222407760911e-14       1.354420668490e-13       6.415249983875e-13       1.884304067341e-13                     -nan       3.568738156404e-14       3.668465856579e-13 
  526       2.215885787759e-14       1.349277279735e-13       6.407889132732e-13       1.879138435614e-13                     -nan       3.558566615535e-14       3.657964088598e-13 
  527       2.209410381900e-14       1.344166294780e-13       6.400744057559e-13       1.874034127462e-13                     -nan       3.548460193657e-14       3.647530552291e-13 
  528       2.202981011744e-14       1.339087377462e-13       6.393809757062e-13       1.868990064789e-13                     -nan       3.538418384200e-14       3.637164819952e-13 
  529       2.196597123873e-14       1.334040176845e-13       6.387081111407e-13       1.864005138899e-13                     -nan       3.528440652250e-14       3.626866435948e-13 
  530       2.190258142906e-14       1.329024327129e-13       6.380552881577e-13       1.859078210325e-13                     -nan       3.518526434370e-14       3.616634916545e-13 
  531       2.183963471374e-14       1.324039447558e-13       6.374219708725e-13       1.854208108651e-13                     -nan       3.508675138417e-14       3.606469749724e-13 
  532       2.177712489578e-14       1.319085142329e-13       6.368076113534e-13       1.849393632345e-13                     -nan       3.498886143371e-14       3.596370395009e-13 
  533       2.171504555464e-14       1.314161000505e-13       6.362116495569e-13       1.844633548577e-13                     -nan       3.489158799149e-14       3.586336283282e-13 
  534       2.165339004487e-14       1.309266595922e-13       6.356335132635e-13       1.839926593053e-13                     -nan       3.479492426429e-14       3.576366816610e-13 
  535       2.159215149477e-14       1.304401487099e-13       6.350726180133e-13       1.835271469839e-13                     -nan       3.469886316473e-14       3.566461368064e-13 
  536       2.153132280509e-14       1.299565217147e-13       6.345283670416e-13       1.830666851185e-13                     -nan       3.460339730945e-14       3.556619281541e-13 
  537       2.147089664771e-14       1.294757313682e-13       6.340001512144e-13       1.826111377357e-13                     -nan       3.450851901735e-14       3.546839871585e-13 
  538       2.141086546429e-14       1.289977288730e-13       6.334873489642e-13       1.821603656458e-13                     -nan       3.441422030776e-14       3.537122423210e-13 
  539       2.135122146495e-14       1.285224638638e-13       6.329893262252e-13       1.817142264258e-13                     -nan       3.432049289871e-14       3.527466191720e-13 
  540       2.129195662695e-14       1.280498843986e-13       6.325054363695e-13       1.812725744018e-13                     -nan       3.422732820510e-14       3.517870402533e-13 
  541       2.123306269336e-14       1.275799369494e-13       6.320350201423e-13       1.808352606320e-13                     -nan       3.413471733693e-14       3.508334250999e-13 
  542       2.117453117175e-14       1.271125663933e-13       6.315774055973e-13       1.804021328890e-13                     -nan       3.404265109750e-14       3.498856902226e-13 
  543       2.111635333284e-14       1.266477160032e-13       6.311319080329e-13       1.799730356428e-13                     -nan       3.395111998164e-14       3.489437490898e-13 
  544       2.105852155261e-14       1.261853367818e-13       6.306978856928e-13       1.795478289817e-13                     -nan       3.386011583991e-14       3.480075279225e-13 
  545       2.100103338082e-14       1.257254157552e-13       6.302749086383e-13       1.791264459691e-13                     -nan       3.376963692397e-14       3.470770135800e-13 
  546       2.094388757876e-14       1.252679484180e-13       6.298625942681e-13       1.787088367874e-13                     -nan       3.367968297266e-14       3.461522069204e-13 
  547       2.088708278487e-14       1.248129294548e-13       6.294605519195e-13       1.782949499285e-13                     -nan       3.359025355716e-14       3.452331070924e-13 
  548       2.083061751394e-14       1.243603527340e-13       6.290683828271e-13       1.778847321846e-13                     -nan       3.350134807987e-14       3.443197115239e-13 
  549       2.077449015640e-14       1.239102113032e-13       6.286856800804e-13       1.774781286379e-13                     -nan       3.341296577323e-14       3.434120159104e-13 
  550       2.071869897745e-14       1.234624973836e-13       6.283120285826e-13       1.770750826513e-13                     -nan       3.332510569869e-14       3.425100142036e-13 
  551       2.066324211632e-14       1.230172023650e-13       6.279470050081e-13       1.766755358584e-13                     -nan       3.323776674554e-14       3.416136986002e-13 
  552       2.060811758552e-14       1.225743168002e-13       6.275901777613e-13       1.762794281544e-13                     -nan       3.315094762983e-14       3.407230595300e-13 
  553       2.055332326997e-14       1.221338304002e-13       6.272411069342e-13       1.758866976857e-13                     -nan       3.306464689323e-14       3.398380856450e-13 
  554       2.049885692633e-14       1.216957320284e-13       6.268993442652e-13       1.754972808406e-13                     -nan       3.297886290192e-14       3.389587638076e-13 
  555       2.044471618210e-14       1.212600096959e-13       6.265644330966e-13       1.751111122399e-13                     -nan       3.289359384551e-14       3.380850790792e-13 
  556       2.039089853494e-14       1.208266505557e-13       6.262359083331e-13       1.747281247265e-13                     -nan       3.280883773587e-14       3.372170147089e-13 
  557       2.033740135183e-14       1.203956408979e-13       6.259132964002e-13       1.743482493563e-13                     -nan       3.272459240608e-14       3.363545521219e-13 
  558       2.028422186829e-14       1.199669661443e-13       6.255961152020e-13       1.739714153885e-13                     -nan       3.264085550926e-14       3.354976709081e-13 
  559       2.023135718762e-14       1.195406108428e-13       6.252838740794e-13       1.735975502754e-13                     -nan       3.255762451747e-14       3.346463488108e-13 
  560       2.017880428012e-14       1.191165586628e-13       6.249760737686e-13       1.732265796534e-13                     -nan       3.247489672065e-14       3.338005617152e-13 
  561       2.012655998228e-14       1.186947923892e-13       6.246722063587e-13       1.728584273328e-13                     -nan       3.239266922541e-14       3.329602836368e-13 
  562       2.007462099601e-14       1.182752939179e-13       6.243717552507e-13       1.724930152885e-13                     -nan       3.231093895401e-14       3.321254867100e-13 
  563       2.002298388787e-14       1.178580442499e-13       6.240741951148e-13       1.721302636499e-13                     -nan       3.222970264318e-14       3.312961411770e-13 
  564       1.997164508827e-14       1.174430234865e-13       6.237789918490e-13       1.717700906917e-13                     -nan       3.214895684304e-14       3.304722153758e-13 
  565       1.992060089072e-14       1.170302108235e-13       6.234856025373e-13       1.714124128239e-13                     -nan       3.206869791598e-14       3.296536757293e-13 
  566       1.986984745100e-14       1.166195845467e-13       6.231934754079e-13       1.710571445821e-13                     -nan       3.198892203555e-14       3.288404867335e-13 
  567       1.981938078640e-14       1.162111220259e-13       6.229020497911e-13       1.707041986181e-13                     -nan       3.190962518532e-14       3.280326109462e-13 
  568       1.976919677496e-14       1.158047997102e-13       6.226107560778e-13       1.703534856898e-13                     -nan       3.183080315782e-14       3.272300089755e-13 
  569       1.971929115465e-14       1.154005931225e-13       6.223190156772e-13       1.700049146519e-13                     -nan       3.175245155335e-14       3.264326394684e-13 
  570       1.966965952261e-14       1.149984768540e-13       6.220262409757e-13       1.696583924462e-13                     -nan       3.167456577896e-14       3.256404590996e-13 
  571       1.962029733438e-14       1.145984245595e-13       6.217318352944e-13       1.693138240915e-13                     -nan       3.159714104724e-14       3.248534225594e-13 
  572       1.957119990308e-14       1.142004089516e-13       6.214351928475e-13       1.689711126745e-13                     -nan       3.152017237528e-14       3.240714825429e-13 
  573       1.952236239866e-14       1.138044017959e-13       6.211356987006e-13       1.686301593397e-13                     -nan       3.144365458353e-14       3.232945897384e-13 
  574       1.947377984710e-14       1.134103739053e-13       6.208327287288e-13       1.682908632798e-13                     -nan       3.136758229466e-14       3.225226928159e-13 
  575       1.942544712963e-14       1.130182951351e-13       6.205256495746e-13       1.679531217262e-13                     -nan       3.129194993251e-14       3.217557384155e-13 
  576       1.937735898198e-14       1.126281343777e-13       6.202138186066e-13       1.676168299391e-13                     -nan       3.121675172090e-14       3.209936711363e-13 
  577       1.932950999353e-14       1.122398595569e-13       6.198965838773e-13       1.672818811980e-13                     -nan       3.114198168258e-14       3.202364335246e-13 
  578       1.928189460660e-14       1.118534376234e-13       6.195732840811e-13       1.669481667919e-13                     -nan       3.106763363808e-14       3.194839660628e-13 
  579       1.923450711562e-14       1.114688345489e-13       6.192432485130e-13       1.666155760096e-13                     -nan       3.099370120462e-14       3.187362071577e-13 
  580       1.918734166637e-14       1.110860153210e-13       6.189057970264e-13       1.662839961300e-13                     -nan       3.092017779496e-14       3.179930931292e-13 
  581       1.914039225519e-14       1.107049439382e-13       6.185602399914e-13       1.659533124129e-13                     -nan       3.084705661633e-14       3.172545581989e-13 
  582       1.909365272820e-14       1.103255834045e-13       6.182058782529e-13       1.656234080883e-13                     -nan       3.077433066929e-14       3.165205344785e-13 
  583       1.904711773334e-14       1.099479019390e-13       6.178420774441e-13       1.652941792912e-13                     -nan       3.070199390802e-14       3.157909637912e-13 
  584       1.900078560421e-14       1.095718917877e-13       6.174684930513e-13       1.649655802912e-13                     -nan       3.063004475528e-14       3.150658334830e-13 
  585       1.895465554676e-14       1.091975508713e-13       6.170848508894e-13       1.646375793734e-13                     -nan       3.055848267307e-14       3.143451414837e-13 
  586       1.890872669248e-14       1.088248766099e-13       6.166908732389e-13       1.643101439926e-13                     -nan       3.048730700845e-14       3.136288845473e-13 
  587       1.886299809800e-14       1.084538659197e-13       6.162862788311e-13       1.639832407690e-13                     -nan       3.041651699286e-14       3.129170582452e-13 
  588       1.881746874461e-14       1.080845152098e-13       6.158707828320e-13       1.636568354836e-13                     -nan       3.034611174141e-14       3.122096569586e-13 
  589       1.877213753786e-14       1.077168203796e-13       6.154440968269e-13       1.633308930743e-13                     -nan       3.027609025218e-14       3.115066738716e-13 
  590       1.872700330705e-14       1.073507768152e-13       6.150059288045e-13       1.630053776308e-13                     -nan       3.020645140550e-14       3.108081009635e-13 
  591       1.868206480483e-14       1.069863793867e-13       6.145559831418e-13       1.626802523907e-13                     -nan       3.013719396324e-14       3.101139290018e-13 
  592       1.863732070676e-14       1.066236224448e-13       6.140939605877e-13       1.623554797348e-13                     -nan       3.006831656814e-14       3.094241475348e-13 
  593       1.859276961081e-14       1.062624998183e-13       6.136195582483e-13       1.620310211829e-13                     -nan       2.999981774309e-14       3.087387448846e-13 
  594       1.854841003698e-14       1.059030048104e-13       6.131324695705e-13       1.617068373893e-13                     -nan       2.993169589041e-14       3.080577081394e-13 
  595       1.850424042681e-14       1.055451301959e-13       6.126323843269e-13       1.613828881382e-13                     -nan       2.986394929116e-14       3.073810231467e-13 
  596       1.846025914293e-14       1.051888682182e-13       6.121189885996e-13       1.610591323397e-13                     -nan       2.979657610443e-14       3.067086745055e-13 
  597       1.841646446865e-14       1.048342105862e-13       6.115919647653e-13       1.607355280248e-13                     -nan       2.972957436664e-14       3.060406455596e-13 
  598       1.837285460749e-14       1.044811484712e-13       6.110509914791e-13       1.604120323418e-13                     -nan       2.966294199085e-14       3.053769183899e-13 
  599       1.832942768273e-14       1.041296725036e-13       6.104957436593e-13       1.600886015510e-13                     -nan       2.959667676603e-14       3.047174738072e-13 
  600       1.828618173698e-14       1.037797727705e-13       6.099258924713e-13       1.597651910208e-13                     -nan       2.953077635634e-14       3.040622913454e-13 
  601       1.824311473171e-14       1.034314388117e-13       6.093411053124e-13       1.594417552233e-13                     -nan       2.946523830050e-14       3.034113492533e-13 
  602       1.820022454682e-14       1.030846596175e-13       6.087410457961e-13       1.591182477298e-13                     -nan       2.940006001101e-14       3.027646244884e-13 
  603       1.815750898021e-14       1.027394236252e-13       6.081253737363e-13       1.587946212061e-13                     -nan       2.933523877346e-14       3.021220927087e-13 
  604       1.811496574728e-14       1.023957187158e-13       6.074937451317e-13       1.584708274086e-13                     -nan       2.927077174587e-14       3.014837282661e-13 
  605       1.807259248055e-14       1.020535322117e-13       6.068458121504e-13       1.581468171796e-13                     -nan       2.920665595794e-14       3.008495041987e-13 
  606       1.803038672917e-14       1.017128508727e-13       6.061812231141e-13       1.578225404428e-13                     -nan       2.914288831035e-14       3.002193922239e-13 
  607       1.798834595849e-14       1.013736608937e-13       6.054996224824e-13       1.574979461991e-13                     -nan       2.907946557409e-14       2.995933627306e-13 
  608       1.794646754959e-14       1.010359479011e-13       6.048006508374e-13       1.571729825221e-13                     -nan       2.901638438971e-14       2.989713847727e-13 
  609       1.790474879888e-14       1.006996969502e-13       6.040839448680e-13       1.568475965536e-13                     -nan       2.895364126665e-14       2.983534260611e-13 
  610       1.786318691761e-14       1.003648925217e-13       6.033491373542e-13       1.565217344993e-13                     -nan       2.889123258251e-14       2.977394529567e-13 
  611       1.782177903144e-14       1.000315185189e-13       6.025958571514e-13       1.561953416243e-13                     -nan       2.882915458237e-14       2.971294304632e-13 
  612       1.778052218000e-14       9.969955826444e-14       6.018237291751e-13       1.558683622490e-13                     -nan       2.876740337808e-14       2.965233222201e-13 
  613       1.773941331643e-14       9.936899449751e-14       6.010323743849e-13       1.555407397441e-13                     -nan       2.870597494754e-14       2.959210904945e-13 
  614       1.769844930696e-14       9.903980937050e-14       6.002214097692e-13       1.552124165266e-13                     -nan       2.864486513400e-14       2.953226961751e-13 
  615       1.765762693041e-14       9.871198444610e-14       5.993904483293e-13       1.548833340553e-13                     -nan       2.858406964538e-14       2.947280987637e-13 
  616       1.761694287782e-14       9.838550069416e-14       5.985390990641e-13       1.545534328266e-13                     -nan       2.852358405353e-14       2.941372563690e-13 
  617       1.757639375192e-14       9.806033848864e-14       5.976669669540e-13       1.542226523695e-13                     -nan       2.846340379356e-14       2.935501256984e-13 
  618       1.753597606676e-14       9.773647760455e-14       5.967736529458e-13       1.538909312419e-13                     -nan       2.840352416310e-14       2.929666620516e-13 
  619       1.749568624720e-14       9.741389721489e-14       5.958587539368e-13       1.535582070255e-13                     -nan       2.834394032163e-14       2.923868193126e-13 
  620       1.745552062852e-14       9.709257588756e-14       5.949218627592e-13       1.532244163220e-13                     -nan       2.828464728976e-14       2.918105499427e-13 
  621       1.741547545593e-14       9.677249158231e-14       5.939625681643e-13       1.528894947484e-13                     -nan       2.822563994851e-14       2.912378049736e-13 
  622       1.737554754106e-14       9.645362563937e-14       5.929805553563e-13       1.525533889832e-13                     -nan       2.816691387476e-14       2.906685415336e-13 
  623       1.733573624922e-14       9.613597485418e-14       5.919759102093e-13       1.522160932239e-13                     -nan       2.810846787049e-14       2.901027456373e-13 
  624       1.729604155781e-14       9.581953967946e-14       5.909488221454e-13       1.518776135753e-13                     -nan       2.805030149135e-14       2.895404099160e-13 
  625       1.725646340336e-14       9.550432025729e-14       5.898994842468e-13       1.515379560746e-13                     -nan       2.799241421551e-14       2.889815261262e-13 
  626       1.721700168131e-14       9.519031641725e-14       5.888280932707e-13       1.511971266914e-13                     -nan       2.793480544319e-14       2.884260851455e-13 
  627       1.717765624575e-14       9.487752767460e-14       5.877348496654e-13       1.508551313268e-13                     -nan       2.787747449621e-14       2.878740769672e-13 
  628       1.713842690918e-14       9.456595322845e-14       5.866199575853e-13       1.505119758126e-13                     -nan       2.782042061755e-14       2.873254906954e-13 
  629       1.709931344227e-14       9.425559195995e-14       5.854836249068e-13       1.501676659108e-13                     -nan       2.776364297090e-14       2.867803145403e-13 
  630       1.706031557363e-14       9.394644243041e-14       5.843260632437e-13       1.498222073127e-13                     -nan       2.770714064024e-14       2.862385358127e-13 
  631       1.702143298954e-14       9.363850287951e-14       5.831474879624e-13       1.494756056385e-13                     -nan       2.765091262934e-14       2.857001409199e-13 
  632       1.698266533371e-14       9.333177122346e-14       5.819481181982e-13       1.491278664364e-13                     -nan       2.759495786139e-14       2.851651153601e-13 
  633       1.694401220707e-14       9.302624505315e-14       5.807281768699e-13       1.487789951818e-13                     -nan       2.753927517849e-14       2.846334437178e-13 
  634       1.690547316748e-14       9.272192163235e-14       5.794878906958e-13       1.484289972773e-13                     -nan       2.748386334121e-14       2.841051096584e-13 
  635       1.686704772954e-14       9.241879789585e-14       5.782274902093e-13       1.480778780510e-13                     -nan       2.742872102820e-14       2.835800959241e-13 
  636       1.682873536430e-14       9.211687044764e-14       5.769472097742e-13       1.477256427565e-13                     -nan       2.737384683569e-14       2.830583843282e-13 
  637       1.679053549904e-14       9.181613555907e-14       5.756472876001e-13       1.473722965723e-13                     -nan       2.731923927706e-14       2.825399557503e-13 
  638       1.675244751702e-14       9.151658916704e-14       5.743279657584e-13       1.470178446007e-13                     -nan       2.726489678239e-14       2.820247901319e-13 
  639       1.671447075723e-14       9.121822687215e-14       5.729894901972e-13       1.466622918671e-13                     -nan       2.721081769804e-14       2.815128664708e-13 
  640       1.667660451419e-14       9.092104393687e-14       5.716321107574e-13       1.463056433198e-13                     -nan       2.715700028617e-14       2.810041628163e-13 
  641       1.663884803764e-14       9.062503528372e-14       5.702560811877e-13       1.459479038289e-13                     -nan       2.710344272431e-14       2.804986562647e-13 
  642       1.660120053234e-14       9.033019549342e-14       5.688616591603e-13       1.455890781859e-13                     -nan       2.705014310494e-14       2.799963229540e-13 
  643       1.656366115783e-14       9.003651880308e-14       5.674491062869e-13       1.452291711026e-13                     -nan       2.699709943499e-14       2.794971380587e-13 
  644       1.652622902816e-14       8.974399910435e-14       5.660186881332e-13       1.448681872110e-13                     -nan       2.694430963542e-14       2.790010757857e-13 
  645       1.648890321167e-14       8.945262994160e-14       5.645706742354e-13       1.445061310619e-13                     -nan       2.689177154082e-14       2.785081093683e-13 
  646       1.645168273073e-14       8.916240451007e-14       5.631053381151e-13       1.441430071251e-13                     -nan       2.683948289889e-14       2.780182110623e-13 
  647       1.641456656153e-14       8.887331565409e-14       5.616229572951e-13       1.437788197880e-13                     -nan       2.678744137002e-14       2.775313521402e-13 
  648       1.637755363379e-14       8.858535586518e-14       5.601238133149e-13       1.434135733550e-13                     -nan       2.673564452689e-14       2.770475028869e-13 
  649       1.634064283054e-14       8.829851728025e-14       5.586081917461e-13       1.430472720472e-13                     -nan       2.668408985396e-14       2.765666325944e-13 
  650       1.630383298788e-14       8.801279167978e-14       5.570763822078e-13       1.426799200015e-13                     -nan       2.663277474705e-14       2.760887095570e-13 
  651       1.626712289476e-14       8.772817048598e-14       5.555286783825e-13       1.423115212699e-13                     -nan       2.658169651292e-14       2.756137010662e-13 
  652       1.623051129267e-14       8.744464476096e-14       5.539653780313e-13       1.419420798186e-13                     -nan       2.653085236878e-14       2.751415734060e-13 
  653       1.619399687547e-14       8.716220520487e-14       5.523867830096e-13       1.415715995280e-13                     -nan       2.648023944187e-14       2.746722918480e-13 
  654       1.615757828910e-14       8.688084215412e-14       5.507931992824e-13       1.412000841910e-13                     -nan       2.642985476901e-14       2.742058206461e-13 
  655       1.612125413136e-14       8.660054557950e-14       5.491849369399e-13       1.408275375135e-13                     -nan       2.637969529618e-14       2.737421230318e-13 
  656       1.608502295165e-14       8.632130508440e-14       5.475623102133e-13       1.404539631126e-13                     -nan       2.632975787801e-14       2.732811612094e-13 
  657       1.604888325074e-14       8.604310990291e-14       5.459256374899e-13       1.400793645166e-13                     -nan       2.628003927740e-14       2.728228963509e-13 
  658       1.601283348054e-14       8.576594889806e-14       5.442752413286e-13       1.397037451643e-13                     -nan       2.623053616505e-14       2.723672885909e-13 
  659       1.597687204383e-14       8.548981055993e-14       5.426114484760e-13       1.393271084039e-13                     -nan       2.618124511900e-14       2.719142970221e-13 
  660       1.594099729401e-14       8.521468300388e-14       5.409345898812e-13       1.389494574928e-13                     -nan       2.613216262421e-14       2.714638796898e-13 
  661       1.590520792351e-14       8.494055637514e-14       5.392450069979e-13       1.385708004762e-13                     -nan       2.608328566985e-14       2.710159981614e-13 
  662       1.586950413874e-14       8.466743012478e-14       5.375430708097e-13       1.381911649442e-13                     -nan       2.603461355663e-14       2.705706313530e-13 
  663       1.583388651053e-14       8.439530589061e-14       5.358291632552e-13       1.378105835989e-13                     -nan       2.598614612844e-14       2.701277619980e-13 
  664       1.579835558778e-14       8.412418510404e-14       5.341036709965e-13       1.374290894048e-13                     -nan       2.593788317795e-14       2.696873720966e-13 
  665       1.576291189726e-14       8.385406898887e-14       5.323669854367e-13       1.370467155897e-13                     -nan       2.588982444630e-14       2.692494429124e-13 
  666       1.572755594351e-14       8.358495856020e-14       5.306195027373e-13       1.366634956450e-13                     -nan       2.584196962283e-14       2.688139549687e-13 
  667       1.569228820869e-14       8.331685462318e-14       5.288616238352e-13       1.362794633266e-13                     -nan       2.579431834481e-14       2.683808880449e-13 
  668       1.565710915245e-14       8.304975777188e-14       5.270937544600e-13       1.358946526556e-13                     -nan       2.574687019714e-14       2.679502211727e-13 
  669       1.562201921181e-14       8.278366838810e-14       5.253163051513e-13       1.355090979188e-13                     -nan       2.569962471208e-14       2.675219326323e-13 
  670       1.558701880100e-14       8.251858664022e-14       5.235296912757e-13       1.351228336694e-13                     -nan       2.565258136897e-14       2.670959999492e-13 
  671       1.555210831131e-14       8.225451248201e-14       5.217343330444e-13       1.347358947276e-13                     -nan       2.560573959394e-14       2.666723998897e-13 
  672       1.551728811100e-14       8.199144565146e-14       5.199306555304e-13       1.343483161816e-13                     -nan       2.555909875964e-14       2.662511084582e-13 
  673       1.548255854512e-14       8.172938566961e-14       5.181190886854e-13       1.339601333876e-13                     -nan       2.551265818492e-14       2.658321008927e-13 
  674       1.544791993540e-14       8.146833183939e-14       5.163000673572e-13       1.335713819712e-13                     -nan       2.546641713463e-14       2.654153516615e-13 
  675       1.541337258011e-14       8.120828324443e-14       5.144740313071e-13       1.331820978274e-13                     -nan       2.542037481926e-14       2.650008344596e-13 
  676       1.537891675391e-14       8.094923874791e-14       5.126414252271e-13       1.327923171217e-13                     -nan       2.537453039467e-14       2.645885222047e-13 
  677       1.534455270771e-14       8.069119699136e-14       5.108026987569e-13       1.324020762906e-13                     -nan       2.532888296187e-14       2.641783870338e-13 
  678       1.531028066858e-14       8.043415639352e-14       5.089583065014e-13       1.320114120424e-13                     -nan       2.528343156665e-14       2.637704002994e-13 
  679       1.527610083955e-14       8.017811514914e-14       5.071087080479e-13       1.316203613574e-13                     -nan       2.523817519938e-14       2.633645325657e-13 
  680       1.524201339951e-14       7.992307122782e-14       5.052543679830e-13       1.312289614891e-13                     -nan       2.519311279466e-14       2.629607536052e-13 
  681       1.520801850307e-14       7.966902237287e-14       5.033957559103e-13       1.308372499646e-13                     -nan       2.514824323108e-14       2.625590323948e-13 
  682       1.517411628042e-14       7.941596610006e-14       5.015333464677e-13       1.304452645853e-13                     -nan       2.510356533095e-14       2.621593371124e-13 
  683       1.514030683720e-14       7.916389969655e-14       4.996676193439e-13       1.300530434275e-13                     -nan       2.505907785997e-14       2.617616351325e-13 
  684       1.510659025434e-14       7.891282021962e-14       4.977990592965e-13       1.296606248433e-13                     -nan       2.501477952698e-14       2.613658930236e-13 
  685       1.507296658796e-14       7.866272449557e-14       4.959281561687e-13       1.292680474607e-13                     -nan       2.497066898368e-14       2.609720765436e-13 
  686       1.503943586921e-14       7.841360911851e-14       4.940554049068e-13       1.288753501849e-13                     -nan       2.492674482434e-14       2.605801506365e-13 
  687       1.500599810412e-14       7.816547044922e-14       4.921813055773e-13       1.284825721985e-13                     -nan       2.488300558553e-14       2.601900794286e-13 
  688       1.497265327351e-14       7.791830461393e-14       4.903063633842e-13       1.280897529626e-13                     -nan       2.483944974582e-14       2.598018262252e-13 
  689       1.493940133280e-14       7.767210750321e-14       4.884310886862e-13       1.276969322169e-13                     -nan       2.479607572550e-14       2.594153535064e-13 
  690       1.490624221193e-14       7.742687477074e-14       4.865559970139e-13       1.273041499807e-13                     -nan       2.475288188633e-14       2.590306229235e-13 
  691       1.487317581517e-14       7.718260183218e-14       4.846816090873e-13       1.269114465536e-13                     -nan       2.470986653122e-14       2.586475952957e-13 
  692       1.484020202101e-14       7.693928386398e-14       4.828084508327e-13       1.265188625160e-13                     -nan       2.466702790397e-14       2.582662306061e-13 
  693       1.480732068201e-14       7.669691580221e-14       4.809370534001e-13       1.261264387298e-13                     -nan       2.462436418897e-14       2.578864879980e-13 
  694       1.477453162471e-14       7.645549234140e-14       4.790679531803e-13       1.257342163390e-13                     -nan       2.458187351095e-14       2.575083257713e-13 
  695       1.474183464941e-14       7.621500793334e-14       4.772016918225e-13       1.253422367707e-13                     -nan       2.453955393466e-14       2.571317013790e-13 
  696       1.470922953012e-14       7.597545678594e-14       4.753388162512e-13       1.249505417351e-13                     -nan       2.449740346463e-14       2.567565714231e-13 
  697       1.467671601436e-14       7.573683286205e-14       4.734798786834e-13       1.245591732269e-13                     -nan       2.445542004485e-14       2.563828916514e-13 
  698       1.464429382307e-14       7.549912987828e-14       4.716254366461e-13       1.241681735252e-13                     -nan       2.441360155851e-14       2.560106169534e-13 
  699       1.461196265043e-14       7.526234130384e-14       4.697760529934e-13       1.237775851949e-13                     -nan       2.437194582773e-14       2.556397013568e-13 
  700       1.457972234153e-14       7.502646175848e-14       4.679322284025e-13       1.233874487295e-13                     -nan       2.433045101977e-14       2.552701040224e-13 
  701       1.454757342963e-14       7.479149124080e-14       4.660941972842e-13       1.229977954258e-13                     -nan       2.428911687575e-14       2.549018073730e-13 
  702       1.451551660980e-14       7.455743098573e-14       4.642621276555e-13       1.226086543622e-13                     -nan       2.424794350699e-14       2.545347993348e-13 
  703       1.448355256210e-14       7.432428207251e-14       4.624361882759e-13       1.222200547428e-13                     -nan       2.420693099060e-14       2.541690673706e-13 
  704       1.445168195145e-14       7.409204542387e-14       4.606165486490e-13       1.218320258974e-13                     -nan       2.416607936934e-14       2.538045984782e-13 
  705       1.441990542754e-14       7.386072180524e-14       4.588033790224e-13       1.214445972815e-13                     -nan       2.412538865140e-14       2.534413791875e-13 
