# dimensionless DLM: total delensed [l(l+1)/2pi] C_l's
# for l=2 to 4500, i.e. number of multipoles equal to 4499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   83       3.094009020047e-10       7.214655749954e-14      -1.741425903797e-12       7.494452025677e-17       1.740633339128e-11       2.155806957372e-12       1.123490954788e+06 
   84       3.132607908012e-10       7.429302902569e-14      -1.823519609636e-12       7.674990965524e-17       1.689670081669e-11       2.102954824278e-12       1.151313600859e+06 
   85       3.171538877103e-10       7.645057926673e-14      -1.906759367476e-12       7.857669798419e-17       1.640525939895e-11       2.051925724357e-12       1.179480449200e+06 
   86       3.210807566903e-10       7.861751076170e-14      -1.991091969257e-12       8.042488136307e-17       1.593198443745e-11       2.002713779790e-12       1.207990895041e+06 
   87       3.250417255822e-10       8.079207929694e-14      -2.076462347699e-12       8.229445596316e-17       1.547663868602e-11       1.955290249058e-12       1.236844286773e+06 
   88       3.290368738687e-10       8.297249393283e-14      -2.162813582531e-12       8.418541801264e-17       1.503876353580e-11       1.909602577701e-12       1.266039925251e+06 
   89       3.330660204330e-10       8.515691703042e-14      -2.250086906711e-12       8.609776380170e-17       1.461767019811e-11       1.865573449086e-12       1.295577063101e+06 
   90       3.371287113169e-10       8.734346427818e-14      -2.338221712654e-12       8.803148968756e-17       1.421243088724e-11       1.823099835168e-12       1.325454904027e+06 
   91       3.412242074797e-10       8.953020471864e-14      -2.427155558455e-12       8.998659209956e-17       1.382187000339e-11       1.782052047258e-12       1.355672602115e+06 
   92       3.453514725570e-10       9.171516077511e-14      -2.516824174112e-12       9.196306754423e-17       1.344455531547e-11       1.742272786779e-12       1.386229261145e+06 
   93       3.495095006968e-10       9.389633846921e-14      -2.607162281428e-12       9.396091246578e-17       1.307913837902e-11       1.703615464124e-12       1.417124240327e+06 
   94       3.536983830578e-10       9.607182321430e-14      -2.698106181233e-12       9.598012279262e-17       1.272545350764e-11       1.666067809487e-12       1.448358125652e+06 
   95       3.579183798257e-10       9.823969854579e-14      -2.789591568597e-12       9.802069433169e-17       1.238356855402e-11       1.629645184566e-12       1.479931904035e+06 
   96       3.621695869564e-10       1.003980176492e-13      -2.881552770991e-12       1.000826229100e-16       1.205344643275e-11       1.594352566269e-12       1.511846673354e+06 
   97       3.664519286028e-10       1.025448038012e-13      -2.973922765679e-12       1.021659043777e-16       1.173494109715e-11       1.560184136505e-12       1.544103645966e+06 
   98       3.707651495413e-10       1.046780508109e-13      -3.066633197110e-12       1.042705346112e-16       1.142779351594e-11       1.527122871970e-12       1.576704152219e+06 
   99       3.751088075990e-10       1.067957234607e-13      -3.159614394314e-12       1.063965095161e-16       1.113162765002e-11       1.495140133939e-12       1.609649643966e+06 
  100       3.794822660803e-10       1.088957579478e-13      -3.252795388297e-12       1.085438250307e-16       1.084594642922e-11       1.464195258059e-12       1.642941698073e+06 
  101       3.838846861941e-10       1.109760623248e-13      -3.346103929429e-12       1.107124771283e-16       1.057012772905e-11       1.434235144133e-12       1.676582019938e+06 
  102       3.883150194802e-10       1.130345169412e-13      -3.439466504845e-12       1.129024618213e-16       1.030342034743e-11       1.405193845917e-12       1.710572446998e+06 
  103       3.927720002363e-10       1.150689748846e-13      -3.532808355831e-12       1.151137751633e-16       1.004493998142e-11       1.376992160908e-12       1.744914952245e+06 
  104       3.972544150572e-10       1.170773153584e-13      -3.626054264859e-12       1.173464128827e-16       9.793870062913e-12       1.349556221108e-12       1.779611300589e+06 
  105       4.017619692313e-10       1.190576110796e-13      -3.719131000276e-12       1.196003692185e-16       9.550103828737e-12       1.322877008986e-12       1.814661957502e+06 
  106       4.062945238080e-10       1.210079844217e-13      -3.811965235817e-12       1.218756379319e-16       9.313681888120e-12       1.296958153932e-12       1.850067038813e+06 
  107       4.108518244629e-10       1.229265575077e-13      -3.904482836005e-12       1.241722126615e-16       9.084593358370e-12       1.271797450246e-12       1.885826644389e+06 
  108       4.154334969706e-10       1.248114532325e-13      -3.996608881997e-12       1.264900869225e-16       8.862774092820e-12       1.247386655725e-12       1.921940857835e+06 
  109       4.200390426759e-10       1.266607962864e-13      -4.088267697438e-12       1.288292541055e-16       8.648104908767e-12       1.223711290256e-12       1.958409746194e+06 
  110       4.246678339664e-10       1.284727141774e-13      -4.179382874312e-12       1.311897074759e-16       8.440409815421e-12       1.200750434411e-12       1.995233359640e+06 
  111       4.293191097443e-10       1.302453382540e-13      -4.269877298793e-12       1.335714401722e-16       8.239454241842e-12       1.178476528035e-12       2.032411731178e+06 
  112       4.339919708986e-10       1.319768047285e-13      -4.359673177094e-12       1.359744452058e-16       8.044943264887e-12       1.156855168841e-12       2.069944876345e+06 
  113       4.386853757768e-10       1.336652556996e-13      -4.448692061322e-12       1.383987154595e-16       7.856519837152e-12       1.135844911003e-12       2.107832792902e+06 
  114       4.433981356571e-10       1.353088401751e-13      -4.536854875328e-12       1.408442436866e-16       7.673763014916e-12       1.115397063743e-12       2.146075460537e+06 
  115       4.481289102207e-10       1.369057150949e-13      -4.624081940554e-12       1.433110225103e-16       7.496186186082e-12       1.095455489931e-12       2.184672840558e+06 
  116       4.528763910282e-10       1.384540964459e-13      -4.710293817210e-12       1.457990438069e-16       7.323343967132e-12       1.075969066765e-12       2.223624850052e+06 
  117       4.576398869386e-10       1.399524174709e-13      -4.795413888534e-12       1.483082967744e-16       7.155171426935e-12       1.056931217151e-12       2.262931281426e+06 
  118       4.624188016947e-10       1.413991917050e-13      -4.879366140735e-12       1.508387696264e-16       6.991682970471e-12       1.038344828750e-12       2.302591872473e+06 
  119       4.672124494525e-10       1.427929660545e-13      -4.962074408486e-12       1.533904501799e-16       6.832866557759e-12       1.020209933464e-12       2.342606330508e+06 
  120       4.720200519155e-10       1.441323222630e-13      -5.043462407986e-12       1.559633258491e-16       6.678682892619e-12       1.002523617976e-12       2.382974331851e+06 
  121       4.768407354692e-10       1.454158783766e-13      -5.123453770016e-12       1.585573836385e-16       6.529064611440e-12       9.852799343027e-13       2.423695521290e+06 
  122       4.816735283151e-10       1.466422902102e-13      -5.201972073004e-12       1.611726101371e-16       6.383915471941e-12       9.684698103380e-13       2.464769511559e+06 
  123       4.865173576051e-10       1.478102528128e-13      -5.278940876082e-12       1.638089915114e-16       6.243109541942e-12       9.520809604010e-13       2.506195882806e+06 
  124       4.913710465761e-10       1.489185019334e-13      -5.354283752146e-12       1.664665134994e-16       6.106490388125e-12       9.360977957834e-13       2.547974182067e+06 
  125       4.962333116839e-10       1.499658154867e-13      -5.427924320918e-12       1.691451614039e-16       5.973870264803e-12       9.205013352964e-13       2.590103922738e+06 
  126       5.011027597377e-10       1.509510150190e-13      -5.499786282003e-12       1.718449200864e-16       5.845029302682e-12       9.052691158178e-13       2.632584584045e+06 
  127       5.059778850346e-10       1.518729671739e-13      -5.569793447951e-12       1.745657739601e-16       5.719714697630e-12       8.903751028387e-13       2.675415610518e+06 
  128       5.108570664937e-10       1.527305851578e-13      -5.637869777318e-12       1.773077069841e-16       5.597639899440e-12       8.757896010111e-13       2.718596411462e+06 
  129       5.157387361685e-10       1.535228725209e-13      -5.703940244725e-12       1.800707017899e-16       5.478546300975e-12       8.614861412210e-13       2.762126504463e+06 
  130       5.206219117718e-10       1.542490568164e-13      -5.767933488744e-12       1.828547369677e-16       5.362397680045e-12       8.474631860201e-13       2.806005964822e+06 
  131       5.255057174259e-10       1.549084734422e-13      -5.829779518319e-12       1.856597894686e-16       5.249205654276e-12       8.337246473432e-13       2.850235024657e+06 
  132       5.303892158979e-10       1.555005263910e-13      -5.889408940465e-12       1.884858354328e-16       5.138968732353e-12       8.202730842811e-13       2.894813933786e+06 
  133       5.352714069603e-10       1.560246900190e-13      -5.946752999320e-12       1.913328501765e-16       5.031671950025e-12       8.071096635486e-13       2.939742960229e+06 
  134       5.401512257515e-10       1.564805108145e-13      -6.001743615193e-12       1.942008081793e-16       4.927286506093e-12       7.942341199535e-13       2.985022390709e+06 
  135       5.450275411368e-10       1.568676091665e-13      -6.054313423612e-12       1.970896830719e-16       4.825769398408e-12       7.816447168648e-13       3.030652531157e+06 
  136       5.498991540685e-10       1.571856811331e-13      -6.104395814375e-12       1.999994476232e-16       4.727063059868e-12       7.693382066813e-13       3.076633707217e+06 
  137       5.547647959471e-10       1.574345002099e-13      -6.151924970598e-12       2.029300737277e-16       4.631094994412e-12       7.573097913003e-13       3.122966264741e+06 
  138       5.596231269815e-10       1.576139190988e-13      -6.196835907767e-12       2.058815323929e-16       4.537777413015e-12       7.455530825860e-13       3.169650570299e+06 
  139       5.644727345500e-10       1.577238714765e-13      -6.239064512783e-12       2.088537937267e-16       4.447006869682e-12       7.340600628382e-13       3.216687011677e+06 
  140       5.693121315604e-10       1.577643737628e-13      -6.278547583016e-12       2.118468269248e-16       4.358663897448e-12       7.228210452604e-13       3.264075998383e+06 
  141       5.741397548114e-10       1.577355268894e-13      -6.315222865348e-12       2.148606002580e-16       4.272612644368e-12       7.118246344289e-13       3.311817962146e+06 
  142       5.789539633525e-10       1.576375180683e-13      -6.349029095230e-12       2.178950810597e-16       4.188700509518e-12       7.010576867610e-13       3.359913357422e+06 
  143       5.837530368451e-10       1.574706225605e-13      -6.379906035725e-12       2.209502357129e-16       4.106757778985e-12       6.905052709835e-13       3.408362661894e+06 
  144       5.885353124175e-10       1.572352190447e-13      -6.407795062455e-12       2.240260286484e-16       4.026633247400e-12       6.801539358465e-13       3.457166306310e+06 
  145       5.932996138982e-10       1.569318336991e-13      -6.432640900985e-12       2.271224192515e-16       3.948305808933e-12       6.700019597982e-13       3.506324455132e+06 
  146       5.980448619797e-10       1.565611038476e-13      -6.454390135749e-12       2.302393646248e-16       3.871783226937e-12       6.600500413475e-13       3.555837205119e+06 
  147       6.027699386881e-10       1.561237665802e-13      -6.472990721351e-12       2.333768205322e-16       3.797066980475e-12       6.502980622118e-13       3.605704654140e+06 
  148       6.074736865397e-10       1.556206605995e-13      -6.488392024750e-12       2.365347413809e-16       3.724152107133e-12       6.407450667933e-13       3.655926901280e+06 
  149       6.121549076972e-10       1.550527280674e-13      -6.500544867443e-12       2.397130802028e-16       3.653027045824e-12       6.313892416539e-13       3.706504046926e+06 
  150       6.168123631270e-10       1.544210164520e-13      -6.509401567659e-12       2.429117886362e-16       3.583673479602e-12       6.222278949917e-13       3.757436192873e+06 
  151       6.214447717548e-10       1.537266803739e-13      -6.514915982541e-12       2.461308169078e-16       3.516066178468e-12       6.132574361161e-13       3.808723442413e+06 
  152       6.260508096231e-10       1.529709834533e-13      -6.517043550331e-12       2.493701138141e-16       3.450172842179e-12       6.044733549239e-13       3.860365900436e+06 
  153       6.306291090472e-10       1.521553001565e-13      -6.515741332562e-12       2.526296267029e-16       3.385953943057e-12       5.958702013746e-13       3.912363673525e+06 
  154       6.351782577721e-10       1.512811176426e-13      -6.510968056240e-12       2.559093014557e-16       3.323362568796e-12       5.874415649664e-13       3.964716870052e+06 
  155       6.396967981288e-10       1.503500376102e-13      -6.502684156032e-12       2.592090824686e-16       3.262344265277e-12       5.791800542117e-13       4.017425600276e+06 
  156       6.441832261912e-10       1.493637781444e-13      -6.490851816453e-12       2.625289126343e-16       3.202836879368e-12       5.710772761130e-13       4.070489976436e+06 
