# Intensity and polariztion noise spectra, DLM: Noise spectra for temperature and polarization
# for l=2 to 4500,
#    1:l                      2:Nl (temp)              3:Nl (pol)           
       9.180000000000e+02       5.012234293149e-05       7.454978564879e-07 
       9.190000000000e+02       5.003654000807e-05       7.449388883371e-07 
       9.200000000000e+02       4.995099098552e-05       7.443814979419e-07 
       9.210000000000e+02       4.986437091586e-05       7.438256796988e-07 
       9.220000000000e+02       4.977933348100e-05       7.432714280309e-07 
       9.230000000000e+02       4.969454875652e-05       7.427187373873e-07 
       9.240000000000e+02       4.961002077384e-05       7.421676022434e-07 
       9.250000000000e+02       4.952441791238e-05       7.416180171004e-07 
       9.260000000000e+02       4.944038508818e-05       7.410699764852e-07 
       9.270000000000e+02       4.935529537040e-05       7.405234749506e-07 
       9.280000000000e+02       4.927176941174e-05       7.399785070746e-07 
       9.290000000000e+02       4.918717801549e-05       7.394350674608e-07 
       9.300000000000e+02       4.910414412457e-05       7.388931507378e-07 
       9.310000000000e+02       4.902004951599e-05       7.383527515593e-07 
       9.320000000000e+02       4.893751058255e-05       7.378138646039e-07 
       9.330000000000e+02       4.885391564367e-05       7.372764845752e-07 
       9.340000000000e+02       4.877057022876e-05       7.367406062010e-07 
       9.350000000000e+02       4.868876013657e-05       7.362062242340e-07 
       9.360000000000e+02       4.860589890114e-05       7.356733334510e-07 
       9.370000000000e+02       4.852328606067e-05       7.351419286531e-07 
       9.380000000000e+02       4.844219705669e-05       7.346120046654e-07 
       9.390000000000e+02       4.836006616865e-05       7.340835563371e-07 
       9.400000000000e+02       4.827818255669e-05       7.335565785409e-07 
       9.410000000000e+02       4.819653266426e-05       7.330310661735e-07 
       9.420000000000e+02       4.811639428657e-05       7.325070141550e-07 
       9.430000000000e+02       4.803522342098e-05       7.319844174288e-07 
       9.440000000000e+02       4.795428958458e-05       7.314632709618e-07 
       9.450000000000e+02       4.787359680489e-05       7.309435697437e-07 
       9.460000000000e+02       4.779313594783e-05       7.304253087875e-07 
       9.470000000000e+02       4.771291104482e-05       7.299084831290e-07 
       9.480000000000e+02       4.763292173959e-05       7.293930878267e-07 
       9.490000000000e+02       4.755316767694e-05       7.288791179617e-07 
       9.500000000000e+02       4.747364850268e-05       7.283665686378e-07 
       9.510000000000e+02       4.739435073434e-05       7.278554349808e-07 
       9.520000000000e+02       4.731529153437e-05       7.273457121391e-07 
       9.530000000000e+02       4.723522862259e-05       7.268373952830e-07 
       9.540000000000e+02       4.715662850263e-05       7.263304796049e-07 
       9.550000000000e+02       4.707825715976e-05       7.258249603190e-07 
       9.560000000000e+02       4.700010988342e-05       7.253208326614e-07 
       9.570000000000e+02       4.692219070301e-05       7.248180918897e-07 
       9.580000000000e+02       4.684328164065e-05       7.243167332830e-07 
       9.590000000000e+02       4.676580939085e-05       7.238167521418e-07 
       9.600000000000e+02       4.668857294567e-05       7.233181437880e-07 
       9.610000000000e+02       4.661154580219e-05       7.228209035644e-07 
       9.620000000000e+02       4.653354679450e-05       7.223250268352e-07 
       9.630000000000e+02       4.645696826630e-05       7.218305089851e-07 
       9.640000000000e+02       4.637941379472e-05       7.213373454201e-07 
       9.650000000000e+02       4.630328255228e-05       7.208455315663e-07 
       9.660000000000e+02       4.622617564695e-05       7.203550628709e-07 
       9.670000000000e+02       4.615047732015e-05       7.198659348014e-07 
       9.680000000000e+02       4.607381231763e-05       7.193781428454e-07 
       9.690000000000e+02       4.599855430851e-05       7.188916825111e-07 
       9.700000000000e+02       4.592232556137e-05       7.184065493267e-07 
       9.710000000000e+02       4.584749354714e-05       7.179227388403e-07 
       9.720000000000e+02       4.577169977258e-05       7.174402466200e-07 
       9.730000000000e+02       4.569613407906e-05       7.169590682538e-07 
       9.740000000000e+02       4.562194108564e-05       7.164791993493e-07 
       9.750000000000e+02       4.554679976970e-05       7.160006355336e-07 
       9.760000000000e+02       4.547187256519e-05       7.155233724534e-07 
       9.770000000000e+02       4.539832443023e-05       7.150474057748e-07 
       9.780000000000e+02       4.532381972701e-05       7.145727311829e-07 
       9.790000000000e+02       4.524952819956e-05       7.140993443824e-07 
       9.800000000000e+02       4.517545386334e-05       7.136272410967e-07 
       9.810000000000e+02       4.510273391500e-05       7.131564170683e-07 
       9.820000000000e+02       4.502907960634e-05       7.126868680585e-07 
       9.830000000000e+02       4.495563075080e-05       7.122185898473e-07 
       9.840000000000e+02       4.488239136805e-05       7.117515782336e-07 
       9.850000000000e+02       4.480935683504e-05       7.112858290345e-07 
       9.860000000000e+02       4.473653332817e-05       7.108213380858e-07 
       9.870000000000e+02       4.466391406932e-05       7.103581012416e-07 
       9.880000000000e+02       4.459150523160e-05       7.098961143741e-07 
       9.890000000000e+02       4.451929573171e-05       7.094353733738e-07 
       9.900000000000e+02       4.444729174437e-05       7.089758741493e-07 
       9.910000000000e+02       4.437549081819e-05       7.085176126270e-07 
       9.920000000000e+02       4.430389265931e-05       7.080605847512e-07 
       9.930000000000e+02       4.423249482208e-05       7.076047864840e-07 
       9.940000000000e+02       4.416130347203e-05       7.071502138052e-07 
       9.950000000000e+02       4.408919120885e-05       7.066968627121e-07 
       9.960000000000e+02       4.401840377591e-05       7.062447292195e-07 
       9.970000000000e+02       4.394780690431e-05       7.057938093597e-07 
       9.980000000000e+02       4.387741105980e-05       7.053440991821e-07 
       9.990000000000e+02       4.380720951100e-05       7.048955947535e-07 
       1.000000000000e+03       4.373720627147e-05       7.044482921575e-07 
       1.001000000000e+03       4.366630227913e-05       7.040021874952e-07 
       1.002000000000e+03       4.359669308014e-05       7.035572768842e-07 
       1.003000000000e+03       4.352618553622e-05       7.031135564591e-07 
       1.004000000000e+03       4.345696710553e-05       7.026710223713e-07 
       1.005000000000e+03       4.338793700304e-05       7.022296707887e-07 
       1.006000000000e+03       4.331801967360e-05       7.017894978961e-07 
       1.007000000000e+03       4.324937653116e-05       7.013504998943e-07 
       1.008000000000e+03       4.317984856286e-05       7.009126730010e-07 
       1.009000000000e+03       4.311158699737e-05       7.004760134498e-07 
       1.010000000000e+03       4.304351881603e-05       7.000405174908e-07 
       1.011000000000e+03       4.297456620759e-05       6.996061813901e-07 
       1.012000000000e+03       4.290687583240e-05       6.991730014299e-07 
       1.013000000000e+03       4.283830343387e-05       6.987409739085e-07 
       1.014000000000e+03       4.276992840867e-05       6.983100951397e-07 
       1.015000000000e+03       4.270280079410e-05       6.978803614536e-07 
       1.016000000000e+03       4.263479795589e-05       6.974517691957e-07 
       1.017000000000e+03       4.256698527760e-05       6.970243147271e-07 
       1.018000000000e+03       4.250041589737e-05       6.965979944248e-07 
       1.019000000000e+03       4.243297595174e-05       6.961728046809e-07 
       1.020000000000e+03       4.236677372684e-05       6.957487419031e-07 
       1.021000000000e+03       4.229970546431e-05       6.953258025144e-07 
       1.022000000000e+03       4.223282177987e-05       6.949039829529e-07 
       1.023000000000e+03       4.216612667049e-05       6.944832796721e-07 
       1.024000000000e+03       4.209961136158e-05       6.940636891403e-07 
       1.025000000000e+03       4.203431989256e-05       6.936452078410e-07 
       1.026000000000e+03       4.196816941828e-05       6.932278322725e-07 
       1.027000000000e+03       4.190220010593e-05       6.928115589480e-07 
       1.028000000000e+03       4.183641595034e-05       6.923963843956e-07 
       1.029000000000e+03       4.177081032207e-05       6.919823051578e-07 
       1.030000000000e+03       4.170538509356e-05       6.915693177919e-07 
       1.031000000000e+03       4.164013789040e-05       6.911574188697e-07 
       1.032000000000e+03       4.157507270617e-05       6.907466049776e-07 
       1.033000000000e+03       4.151018292572e-05       6.903368727161e-07 
       1.034000000000e+03       4.144547042331e-05       6.899282187002e-07 
       1.035000000000e+03       4.138093918979e-05       6.895206395592e-07 
       1.036000000000e+03       4.131657838231e-05       6.891141319363e-07 
       1.037000000000e+03       4.125239834949e-05       6.887086924893e-07 
       1.038000000000e+03       4.118838614071e-05       6.883043178894e-07 
       1.039000000000e+03       4.112455421641e-05       6.879010048222e-07 
       1.040000000000e+03       4.106089386694e-05       6.874987499870e-07 
       1.041000000000e+03       4.099740696784e-05       6.870975500970e-07 
       1.042000000000e+03       4.093409116484e-05       6.866974018790e-07 
       1.043000000000e+03       4.086995314752e-05       6.862983020736e-07 
       1.044000000000e+03       4.080698340936e-05       6.859002474349e-07 
       1.045000000000e+03       4.074418194124e-05       6.855032347307e-07 
       1.046000000000e+03       4.068155484151e-05       6.851072607420e-07 
       1.047000000000e+03       4.061810811945e-05       6.847123222634e-07 
       1.048000000000e+03       4.055581674297e-05       6.843184161028e-07 
       1.049000000000e+03       4.049369691762e-05       6.839255390813e-07 
       1.050000000000e+03       4.043075994187e-05       6.835336880331e-07 
       1.051000000000e+03       4.036897654902e-05       6.831428598058e-07 
       1.052000000000e+03       4.030735558166e-05       6.827530512597e-07 
       1.053000000000e+03       4.024493046455e-05       6.823642592684e-07 
       1.054000000000e+03       4.018364454570e-05       6.819764807182e-07 
       1.055000000000e+03       4.012155050157e-05       6.815897125085e-07 
       1.056000000000e+03       4.006059661060e-05       6.812039515512e-07 
       1.057000000000e+03       3.999883903654e-05       6.808191947712e-07 
       1.058000000000e+03       3.993820785559e-05       6.804354391058e-07 
       1.059000000000e+03       3.987678163628e-05       6.800526815052e-07 
       1.060000000000e+03       3.981647647513e-05       6.796709189320e-07 
       1.061000000000e+03       3.975537860815e-05       6.792901483611e-07 
       1.062000000000e+03       3.969540067276e-05       6.789103667801e-07 
       1.063000000000e+03       3.963462606680e-05       6.785315711888e-07 
       1.064000000000e+03       3.957402026740e-05       6.781537585993e-07 
       1.065000000000e+03       3.951357046801e-05       6.777769260359e-07 
       1.066000000000e+03       3.945423417970e-05       6.774010705353e-07 
       1.067000000000e+03       3.939411006898e-05       6.770261891459e-07 
       1.068000000000e+03       3.933414340131e-05       6.766522789285e-07 
       1.069000000000e+03       3.927528021121e-05       6.762793369558e-07 
       1.070000000000e+03       3.921563373493e-05       6.759073603122e-07 
       1.071000000000e+03       3.915614823870e-05       6.755363460942e-07 
       1.072000000000e+03       3.909681932233e-05       6.751662914102e-07 
       1.073000000000e+03       3.903857915703e-05       6.747971933800e-07 
       1.074000000000e+03       3.897956452946e-05       6.744290491355e-07 
       1.075000000000e+03       3.892070793315e-05       6.740618558198e-07 
       1.076000000000e+03       3.886200706640e-05       6.736956105880e-07 
       1.077000000000e+03       3.880346171861e-05       6.733303106064e-07 
       1.078000000000e+03       3.874507167966e-05       6.729659530529e-07 
       1.079000000000e+03       3.868683673998e-05       6.726025351169e-07 
       1.080000000000e+03       3.862875669051e-05       6.722400539989e-07 
       1.081000000000e+03       3.857082923794e-05       6.718785069108e-07 
       1.082000000000e+03       3.851305417638e-05       6.715178910760e-07 
       1.083000000000e+03       3.845543338381e-05       6.711582037286e-07 
       1.084000000000e+03       3.839796457060e-05       6.707994421142e-07 
       1.085000000000e+03       3.834064545050e-05       6.704416034893e-07 
       1.086000000000e+03       3.828347790297e-05       6.700846851215e-07 
       1.087000000000e+03       3.822555671685e-05       6.697286842893e-07 
       1.088000000000e+03       3.816869201518e-05       6.693735982823e-07 
       1.089000000000e+03       3.811197619810e-05       6.690194244005e-07 
       1.090000000000e+03       3.805540906591e-05       6.686661599553e-07 
       1.091000000000e+03       3.799899041936e-05       6.683138022684e-07 
       1.092000000000e+03       3.794182905282e-05       6.679623486724e-07 
       1.093000000000e+03       3.788570708603e-05       6.676117965104e-07 
       1.094000000000e+03       3.782972885868e-05       6.672621431364e-07 
       1.095000000000e+03       3.777390247699e-05       6.669133859145e-07 
       1.096000000000e+03       3.771733379141e-05       6.665655222198e-07 
       1.097000000000e+03       3.766179628876e-05       6.662185494374e-07 
       1.098000000000e+03       3.760552498186e-05       6.658724649630e-07 
       1.099000000000e+03       3.755027972731e-05       6.655272662026e-07 
       1.100000000000e+03       3.749430086938e-05       6.651829505725e-07 
       1.101000000000e+03       3.743934294483e-05       6.648395154993e-07 
       1.102000000000e+03       3.738452928464e-05       6.644969584197e-07 
       1.103000000000e+03       3.732898646968e-05       6.641552767805e-07 
       1.104000000000e+03       3.727445692285e-05       6.638144680387e-07 
       1.105000000000e+03       3.721920462847e-05       6.634745296614e-07 
       1.106000000000e+03       3.716495637079e-05       6.631354591255e-07 
       1.107000000000e+03       3.710998969982e-05       6.627972539180e-07 
       1.108000000000e+03       3.705516466545e-05       6.624599115358e-07 
       1.109000000000e+03       3.700134018164e-05       6.621234294855e-07 
       1.110000000000e+03       3.694679964138e-05       6.617878052837e-07 
       1.111000000000e+03       3.689240017529e-05       6.614530364566e-07 
       1.112000000000e+03       3.683899572173e-05       6.611191205403e-07 
       1.113000000000e+03       3.678487550448e-05       6.607860550803e-07 
       1.114000000000e+03       3.673089580578e-05       6.604538376320e-07 
       1.115000000000e+03       3.667790559954e-05       6.601224657602e-07 
       1.116000000000e+03       3.662420404684e-05       6.597919370392e-07 
       1.117000000000e+03       3.657064246107e-05       6.594622490530e-07 
       1.118000000000e+03       3.651806074476e-05       6.591333993947e-07 
       1.119000000000e+03       3.646477209476e-05       6.588053856671e-07 
       1.120000000000e+03       3.641162286674e-05       6.584782054822e-07 
       1.121000000000e+03       3.635861082149e-05       6.581518564614e-07 
       1.122000000000e+03       3.630573372287e-05       6.578263362352e-07 
       1.123000000000e+03       3.625299139353e-05       6.575016424434e-07 
       1.124000000000e+03       3.620038776663e-05       6.571777727350e-07 
       1.125000000000e+03       3.614791855295e-05       6.568547247682e-07 
       1.126000000000e+03       3.609558152276e-05       6.565324962100e-07 
       1.127000000000e+03       3.604338060847e-05       6.562110847368e-07 
       1.128000000000e+03       3.599214273557e-05       6.558904880338e-07 
       1.129000000000e+03       3.593938026412e-05       6.555707037951e-07 
       1.130000000000e+03       3.588757843384e-05       6.552517297238e-07 
       1.131000000000e+03       3.583591201851e-05       6.549335635320e-07 
       1.132000000000e+03       3.578437469341e-05       6.546162029404e-07 
       1.133000000000e+03       3.573296833844e-05       6.542996456787e-07 
       1.134000000000e+03       3.568169687972e-05       6.539838894851e-07 
       1.135000000000e+03       3.563055399969e-05       6.536689321068e-07 
       1.136000000000e+03       3.557953953039e-05       6.533547712993e-07 
       1.137000000000e+03       3.552784290338e-05       6.530414048272e-07 
       1.138000000000e+03       3.547709319528e-05       6.527288304633e-07 
       1.139000000000e+03       3.542646934576e-05       6.524170459890e-07 
       1.140000000000e+03       3.537597527947e-05       6.521060491945e-07 
       1.141000000000e+03       3.532560674077e-05       6.517958378780e-07 
       1.142000000000e+03       3.527456466401e-05       6.514864098465e-07 
       1.143000000000e+03       3.522445307168e-05       6.511777629152e-07 
       1.144000000000e+03       3.517367015280e-05       6.508698949077e-07 
       1.145000000000e+03       3.512381484202e-05       6.505628036560e-07 
       1.146000000000e+03       3.507408219566e-05       6.502564870002e-07 
       1.147000000000e+03       3.502368256302e-05       6.499509427888e-07 
       1.148000000000e+03       3.497420521334e-05       6.496461688783e-07 
       1.149000000000e+03       3.492485208207e-05       6.493421631335e-07 
       1.150000000000e+03       3.487483222030e-05       6.490389234274e-07 
       1.151000000000e+03       3.482572729415e-05       6.487364476408e-07 
       1.152000000000e+03       3.477595988200e-05       6.484347336628e-07 
       1.153000000000e+03       3.472710048332e-05       6.481337793903e-07 
       1.154000000000e+03       3.467758283959e-05       6.478335827285e-07 
       1.155000000000e+03       3.462897443865e-05       6.475341415901e-07 
       1.156000000000e+03       3.457970592211e-05       6.472354538960e-07 
       1.157000000000e+03       3.453056083224e-05       6.469375175749e-07 
       1.158000000000e+03       3.448231565184e-05       6.466403305632e-07 
       1.159000000000e+03       3.443341873737e-05       6.463438908053e-07 
       1.160000000000e+03       3.438541687369e-05       6.460481962532e-07 
       1.161000000000e+03       3.433676344041e-05       6.457532448665e-07 
       1.162000000000e+03       3.428900020948e-05       6.454590346129e-07 
       1.163000000000e+03       3.424058963605e-05       6.451655634673e-07 
       1.164000000000e+03       3.419230139065e-05       6.448728294123e-07 
       1.165000000000e+03       3.414413126007e-05       6.445808304384e-07 
       1.166000000000e+03       3.409608517698e-05       6.442895645433e-07 
       1.167000000000e+03       3.404891924610e-05       6.439990297322e-07 
       1.168000000000e+03       3.400110839901e-05       6.437092240180e-07 
       1.169000000000e+03       3.395341911129e-05       6.434201454210e-07 
       1.170000000000e+03       3.390584920335e-05       6.431317919686e-07 
       1.171000000000e+03       3.385839649842e-05       6.428441616960e-07 
       1.172000000000e+03       3.381181596744e-05       6.425572526455e-07 
       1.173000000000e+03       3.376460104206e-05       6.422710628666e-07 
       1.174000000000e+03       3.371750084680e-05       6.419855904164e-07 
       1.175000000000e+03       3.367051928023e-05       6.417008333590e-07 
       1.176000000000e+03       3.362365417043e-05       6.414167897656e-07 
       1.177000000000e+03       3.357690132677e-05       6.411334577149e-07 
       1.178000000000e+03       3.353026868874e-05       6.408508352926e-07 
       1.179000000000e+03       3.348375004501e-05       6.405689205913e-07 
       1.180000000000e+03       3.343734928991e-05       6.402877117110e-07 
       1.181000000000e+03       3.339106223724e-05       6.400072067585e-07 
       1.182000000000e+03       3.334488672435e-05       6.397274038478e-07 
       1.183000000000e+03       3.329882866265e-05       6.394483010997e-07 
       1.184000000000e+03       3.325288387056e-05       6.391698966422e-07 
       1.185000000000e+03       3.320705220488e-05       6.388921886099e-07 
       1.186000000000e+03       3.316133150673e-05       6.386151751445e-07 
       1.187000000000e+03       3.311572365082e-05       6.383388543945e-07 
       1.188000000000e+03       3.306949911577e-05       6.380632245152e-07 
       1.189000000000e+03       3.302411874697e-05       6.377882836688e-07 
       1.190000000000e+03       3.297884877973e-05       6.375140300242e-07 
       1.191000000000e+03       3.293369108777e-05       6.372404617569e-07 
       1.192000000000e+03       3.288791700046e-05       6.369675770493e-07 
       1.193000000000e+03       3.284298163836e-05       6.366953740905e-07 
       1.194000000000e+03       3.279815410824e-05       6.364238510760e-07 
       1.195000000000e+03       3.275344030608e-05       6.361530062081e-07 
       1.196000000000e+03       3.270811441578e-05       6.358828376957e-07 
       1.197000000000e+03       3.266361780977e-05       6.356133437541e-07 
       1.198000000000e+03       3.261922848747e-05       6.353445226054e-07 
       1.199000000000e+03       3.257423331666e-05       6.350763724779e-07 
       1.200000000000e+03       3.253006238000e-05       6.348088916066e-07 
       1.201000000000e+03       3.248600233490e-05       6.345420782327e-07 
       1.202000000000e+03       3.244133464057e-05       6.342759306041e-07 
       1.203000000000e+03       3.239748814995e-05       6.340104469748e-07 
       1.204000000000e+03       3.235303816058e-05       6.337456256055e-07 
       1.205000000000e+03       3.230940468843e-05       6.334814647628e-07 
       1.206000000000e+03       3.226517186359e-05       6.332179627199e-07 
       1.207000000000e+03       3.222175087647e-05       6.329551177563e-07 
       1.208000000000e+03       3.217773267500e-05       6.326929281575e-07 
       1.209000000000e+03       3.213452364256e-05       6.324313922154e-07 
       1.210000000000e+03       3.209141828636e-05       6.321705082281e-07 
       1.211000000000e+03       3.204771792322e-05       6.319102744997e-07 
       1.212000000000e+03       3.200412337266e-05       6.316506893406e-07 
       1.213000000000e+03       3.196133467042e-05       6.313917510672e-07 
       1.214000000000e+03       3.191795315734e-05       6.311334580022e-07 
       1.215000000000e+03       3.187467506330e-05       6.308758084740e-07 
       1.216000000000e+03       3.183219584212e-05       6.306188008173e-07 
       1.217000000000e+03       3.178912600654e-05       6.303624333727e-07 
       1.218000000000e+03       3.174616120131e-05       6.301067044868e-07 
       1.219000000000e+03       3.170399030706e-05       6.298516125121e-07 
       1.220000000000e+03       3.166123298832e-05       6.295971558072e-07 
       1.221000000000e+03       3.161857831750e-05       6.293433327363e-07 
       1.222000000000e+03       3.157602616762e-05       6.290901416697e-07 
       1.223000000000e+03       3.153426067037e-05       6.288375809835e-07 
       1.224000000000e+03       3.149191498992e-05       6.285856490596e-07 
       1.225000000000e+03       3.144966945661e-05       6.283343442857e-07 
       1.226000000000e+03       3.140752394629e-05       6.280836650553e-07 
       1.227000000000e+03       3.136548232058e-05       6.278336097676e-07 
       1.228000000000e+03       3.132354046828e-05       6.275841768275e-07 
       1.229000000000e+03       3.128170025777e-05       6.273353646456e-07 
       1.230000000000e+03       3.123996156449e-05       6.270871716383e-07 
       1.231000000000e+03       3.119899707416e-05       6.268395962276e-07 
       1.232000000000e+03       3.115745688048e-05       6.265926368409e-07 
       1.233000000000e+03       3.111601385549e-05       6.263462919115e-07 
       1.234000000000e+03       3.107467185689e-05       6.261005598781e-07 
       1.235000000000e+03       3.103342877317e-05       6.258554391850e-07 
       1.236000000000e+03       3.099228448312e-05       6.256109282821e-07 
       1.237000000000e+03       3.095123886581e-05       6.253670256247e-07 
       1.238000000000e+03       3.091028981381e-05       6.251237296735e-07 
       1.239000000000e+03       3.086877776611e-05       6.248810388948e-07 
       1.240000000000e+03       3.082802563712e-05       6.246389517604e-07 
       1.241000000000e+03       3.078736971567e-05       6.243974667473e-07 
       1.242000000000e+03       3.074680988385e-05       6.241565823380e-07 
       1.243000000000e+03       3.070634800821e-05       6.239162970203e-07 
       1.244000000000e+03       3.066598396983e-05       6.236766092876e-07 
       1.245000000000e+03       3.062571368387e-05       6.234375176381e-07 
       1.246000000000e+03       3.058553901773e-05       6.231990205759e-07 
       1.247000000000e+03       3.054545985489e-05       6.229611166098e-07 
       1.248000000000e+03       3.050482217609e-05       6.227238042543e-07 
       1.249000000000e+03       3.046493384502e-05       6.224870820289e-07 
       1.250000000000e+03       3.042449106746e-05       6.222509484583e-07 
       1.251000000000e+03       3.038479310344e-05       6.220154020725e-07 
       1.252000000000e+03       3.034518808446e-05       6.217804414065e-07 
       1.253000000000e+03       3.030502878318e-05       6.215460650007e-07 
       1.254000000000e+03       3.026561146383e-05       6.213122714002e-07 
       1.255000000000e+03       3.022628674924e-05       6.210790591557e-07 
       1.256000000000e+03       3.018641187250e-05       6.208464268225e-07 
       1.257000000000e+03       3.014727417603e-05       6.206143729613e-07 
       1.258000000000e+03       3.010822677008e-05       6.203828961376e-07 
       1.259000000000e+03       3.006863529308e-05       6.201519949221e-07 
       1.260000000000e+03       3.002977225481e-05       6.199216678904e-07 
       1.261000000000e+03       2.999036524937e-05       6.196919136229e-07 
       1.262000000000e+03       2.995168613332e-05       6.194627307052e-07 
       1.263000000000e+03       2.991246315404e-05       6.192341177278e-07 
       1.264000000000e+03       2.987396554351e-05       6.190060732859e-07 
       1.265000000000e+03       2.983492417477e-05       6.187785959799e-07 
       1.266000000000e+03       2.979660763159e-05       6.185516844146e-07 
       1.267000000000e+03       2.975775137892e-05       6.183253372002e-07 
       1.268000000000e+03       2.971898661154e-05       6.180995529513e-07 
       1.269000000000e+03       2.968093994668e-05       6.178743302875e-07 
       1.270000000000e+03       2.964235569472e-05       6.176496678331e-07 
       1.271000000000e+03       2.960448704031e-05       6.174255642172e-07 
       1.272000000000e+03       2.956608287137e-05       6.172020180736e-07 
       1.273000000000e+03       2.952776964416e-05       6.169790280409e-07 
       1.274000000000e+03       2.948954331353e-05       6.167565927624e-07 
       1.275000000000e+03       2.945202758937e-05       6.165347108859e-07 
       1.276000000000e+03       2.941398245209e-05       6.163133810642e-07 
       1.277000000000e+03       2.937602389286e-05       6.160926019543e-07 
       1.278000000000e+03       2.933815377363e-05       6.158723722183e-07 
       1.279000000000e+03       2.930037395466e-05       6.156526905225e-07 
       1.280000000000e+03       2.926329557809e-05       6.154335555381e-07 
       1.281000000000e+03       2.922568802970e-05       6.152149659407e-07 
       1.282000000000e+03       2.918816850141e-05       6.149969204105e-07 
       1.283000000000e+03       2.915073688859e-05       6.147794176321e-07 
       1.284000000000e+03       2.911339308686e-05       6.145624562948e-07 
       1.285000000000e+03       2.907613306605e-05       6.143460350922e-07 
       1.286000000000e+03       2.903896065023e-05       6.141301527227e-07 
       1.287000000000e+03       2.900187769783e-05       6.139148078888e-07 
       1.288000000000e+03       2.896487821930e-05       6.136999992976e-07 
       1.289000000000e+03       2.892796407547e-05       6.134857256606e-07 
       1.290000000000e+03       2.889113712553e-05       6.132719856936e-07 
       1.291000000000e+03       2.885439138637e-05       6.130587781170e-07 
       1.292000000000e+03       2.881773459862e-05       6.128461016554e-07 
       1.293000000000e+03       2.878116274029e-05       6.126339550378e-07 
       1.294000000000e+03       2.874467179344e-05       6.124223369975e-07 
       1.295000000000e+03       2.870826753548e-05       6.122112462721e-07 
       1.296000000000e+03       2.867194594941e-05       6.120006816036e-07 
       1.297000000000e+03       2.863570889424e-05       6.117906417380e-07 
       1.298000000000e+03       2.859955627045e-05       6.115811254259e-07 
       1.299000000000e+03       2.856288931923e-05       6.113721314220e-07 
       1.300000000000e+03       2.852690149193e-05       6.111636584852e-07 
       1.301000000000e+03       2.849099780062e-05       6.109557053785e-07 
       1.302000000000e+03       2.845458381994e-05       6.107482708693e-07 
       1.303000000000e+03       2.841884629218e-05       6.105413537291e-07 
       1.304000000000e+03       2.838318674393e-05       6.103349527334e-07 
       1.305000000000e+03       2.834702289448e-05       6.101290666621e-07 
       1.306000000000e+03       2.831153088162e-05       6.099236942991e-07 
       1.307000000000e+03       2.827611851493e-05       6.097188344322e-07 
       1.308000000000e+03       2.824078570005e-05       6.095144858537e-07 
       1.309000000000e+03       2.820495070089e-05       6.093106473596e-07 
       1.310000000000e+03       2.816978269874e-05       6.091073177502e-07 
       1.311000000000e+03       2.813469396375e-05       6.089044958296e-07 
       1.312000000000e+03       2.809910316561e-05       6.087021804062e-07 
       1.313000000000e+03       2.806359366525e-05       6.085003702922e-07 
       1.314000000000e+03       2.802874439370e-05       6.082990643038e-07 
       1.315000000000e+03       2.799339902345e-05       6.080982612613e-07 
       1.316000000000e+03       2.795870952940e-05       6.078979599889e-07 
       1.317000000000e+03       2.792352206553e-05       6.076981593146e-07 
       1.318000000000e+03       2.788899197668e-05       6.074988580706e-07 
       1.319000000000e+03       2.785396399606e-05       6.073000550927e-07 
       1.320000000000e+03       2.781959099457e-05       6.071017492208e-07 
       1.321000000000e+03       2.778472212677e-05       6.069039392986e-07 
       1.322000000000e+03       2.774993176773e-05       6.067066241738e-07 
       1.323000000000e+03       2.771579377656e-05       6.065098026977e-07 
       1.324000000000e+03       2.768116197854e-05       6.063134737256e-07 
       1.325000000000e+03       2.764660841451e-05       6.061176361165e-07 
       1.326000000000e+03       2.761270072512e-05       6.059222887334e-07 
       1.327000000000e+03       2.757830517525e-05       6.057274304430e-07 
       1.328000000000e+03       2.754398564323e-05       6.055330601155e-07 
       1.329000000000e+03       2.750974398310e-05       6.053391766253e-07 
       1.330000000000e+03       2.747558010485e-05       6.051457788501e-07 
       1.331000000000e+03       2.744205519449e-05       6.049528656718e-07 
       1.332000000000e+03       2.740804454627e-05       6.047604359756e-07 
       1.333000000000e+03       2.737411141224e-05       6.045684886506e-07 
       1.334000000000e+03       2.734025570329e-05       6.043770225895e-07 
       1.335000000000e+03       2.730647539008e-05       6.041860366887e-07 
       1.336000000000e+03       2.727332910332e-05       6.039955298482e-07 
       1.337000000000e+03       2.723969919817e-05       6.038055009718e-07 
       1.338000000000e+03       2.720614442735e-05       6.036159489667e-07 
       1.339000000000e+03       2.717266858154e-05       6.034268727439e-07 
       1.340000000000e+03       2.713926575676e-05       6.032382712178e-07 
       1.341000000000e+03       2.710593780581e-05       6.030501433066e-07 
       1.342000000000e+03       2.707268658002e-05       6.028624879319e-07 
       1.343000000000e+03       2.703895993076e-05       6.026753040188e-07 
       1.344000000000e+03       2.700585620284e-05       6.024885904961e-07 
       1.345000000000e+03       2.697282700532e-05       6.023023462961e-07 
       1.346000000000e+03       2.693987225294e-05       6.021165703546e-07 
       1.347000000000e+03       2.690699379604e-05       6.019312616107e-07 
       1.348000000000e+03       2.687418574356e-05       6.017464190073e-07 
       1.349000000000e+03       2.684145188248e-05       6.015620414905e-07 
       1.350000000000e+03       2.680879019423e-05       6.013781280101e-07 
       1.351000000000e+03       2.677620252956e-05       6.011946775190e-07 
       1.352000000000e+03       2.674368687113e-05       6.010116889739e-07 
