# Intensity and polariztion noise spectra, DLM: Noise spectra for temperature and polarization
# for l=2 to 4500,
#    1:l                      2:Nl (temp)              3:Nl (pol)           
       2.584000000000e+03       9.932800354864e-06       5.675035313089e-07 
       2.585000000000e+03       9.928254345375e-06       5.675716589237e-07 
       2.586000000000e+03       9.923716168295e-06       5.676398994243e-07 
       2.587000000000e+03       9.919049726319e-06       5.677082527794e-07 
       2.588000000000e+03       9.914525892708e-06       5.677767189578e-07 
       2.589000000000e+03       9.910010318261e-06       5.678452979284e-07 
       2.590000000000e+03       9.905502117605e-06       5.679139896604e-07 
       2.591000000000e+03       9.900866568174e-06       5.679827941228e-07 
       2.592000000000e+03       9.896373995615e-06       5.680517112850e-07 
       2.593000000000e+03       9.891754091447e-06       5.681207411164e-07 
       2.594000000000e+03       9.887275808051e-06       5.681898835865e-07 
       2.595000000000e+03       9.882805755885e-06       5.682591386649e-07 
       2.596000000000e+03       9.878208838724e-06       5.683285063216e-07 
       2.597000000000e+03       9.873754368403e-06       5.683979865262e-07 
       2.598000000000e+03       9.869305915256e-06       5.684675792489e-07 
       2.599000000000e+03       9.864731943660e-06       5.685372844597e-07 
       2.600000000000e+03       9.860299484629e-06       5.686071021289e-07 
       2.601000000000e+03       9.855874788662e-06       5.686770322269e-07 
       2.602000000000e+03       9.851323720904e-06       5.687470747241e-07 
       2.603000000000e+03       9.846913671320e-06       5.688172295911e-07 
       2.604000000000e+03       9.842510491364e-06       5.688874967986e-07 
       2.605000000000e+03       9.837981846006e-06       5.689578763175e-07 
       2.606000000000e+03       9.833594164019e-06       5.690283681186e-07 
       2.607000000000e+03       9.829081034092e-06       5.690989721731e-07 
       2.608000000000e+03       9.824707512499e-06       5.691696884521e-07 
       2.609000000000e+03       9.820341716420e-06       5.692405169269e-07 
       2.610000000000e+03       9.815850938909e-06       5.693114575689e-07 
       2.611000000000e+03       9.811500154090e-06       5.693825103496e-07 
       2.612000000000e+03       9.807156641079e-06       5.694536752407e-07 
       2.613000000000e+03       9.802687734433e-06       5.695249522138e-07 
       2.614000000000e+03       9.798359204288e-06       5.695963412410e-07 
       2.615000000000e+03       9.794037053345e-06       5.696678422940e-07 
       2.616000000000e+03       9.789590853769e-06       5.697394553451e-07 
       2.617000000000e+03       9.785284096404e-06       5.698111803664e-07 
       2.618000000000e+03       9.780852429993e-06       5.698830173302e-07 
       2.619000000000e+03       9.776560607818e-06       5.699549662090e-07 
       2.620000000000e+03       9.772143894640e-06       5.700270269753e-07 
       2.621000000000e+03       9.767865232748e-06       5.700991996018e-07 
       2.622000000000e+03       9.763463453791e-06       5.701714840613e-07 
       2.623000000000e+03       9.759200127823e-06       5.702438803265e-07 
       2.624000000000e+03       9.754812825008e-06       5.703163883706e-07 
       2.625000000000e+03       9.750563937906e-06       5.703890081667e-07 
       2.626000000000e+03       9.746322694498e-06       5.704617396878e-07 
       2.627000000000e+03       9.741957063331e-06       5.705345829075e-07 
       2.628000000000e+03       9.737728914009e-06       5.706075377991e-07 
       2.629000000000e+03       9.733378149772e-06       5.706806043362e-07 
       2.630000000000e+03       9.729165268283e-06       5.707537824924e-07 
       2.631000000000e+03       9.724828912958e-06       5.708270722415e-07 
       2.632000000000e+03       9.720629964239e-06       5.709004735575e-07 
       2.633000000000e+03       9.716307998542e-06       5.709739864143e-07 
       2.634000000000e+03       9.712122963340e-06       5.710476107860e-07 
       2.635000000000e+03       9.707815806158e-06       5.711213466469e-07 
       2.636000000000e+03       9.703644665096e-06       5.711951939712e-07 
       2.637000000000e+03       9.699351858603e-06       5.712691527335e-07 
       2.638000000000e+03       9.695195468486e-06       5.713432229082e-07 
       2.639000000000e+03       9.690916993076e-06       5.714174044701e-07 
       2.640000000000e+03       9.686774457924e-06       5.714916973939e-07 
       2.641000000000e+03       9.682510294005e-06       5.715661016545e-07 
       2.642000000000e+03       9.678381156349e-06       5.716406172268e-07 
       2.643000000000e+03       9.674130846434e-06       5.717152440860e-07 
       2.644000000000e+03       9.670016838200e-06       5.717899822073e-07 
       2.645000000000e+03       9.665780362645e-06       5.718648315660e-07 
       2.646000000000e+03       9.661680150283e-06       5.719397921375e-07 
       2.647000000000e+03       9.657458364852e-06       5.720148638974e-07 
       2.648000000000e+03       9.653371053284e-06       5.720900468212e-07 
       2.649000000000e+03       9.649163062781e-06       5.721653408848e-07 
       2.650000000000e+03       9.644962188034e-06       5.722407460640e-07 
       2.651000000000e+03       9.640896604852e-06       5.723162623347e-07 
       2.652000000000e+03       9.636709932669e-06       5.723918896731e-07 
       2.653000000000e+03       9.632658075727e-06       5.724676280552e-07 
       2.654000000000e+03       9.628485148684e-06       5.725434774575e-07 
       2.655000000000e+03       9.624319312408e-06       5.726194378562e-07 
       2.656000000000e+03       9.620287358916e-06       5.726955092279e-07 
       2.657000000000e+03       9.616135675069e-06       5.727716915492e-07 
       2.658000000000e+03       9.612117397837e-06       5.728479847968e-07 
       2.659000000000e+03       9.607979409047e-06       5.729243889475e-07 
       2.660000000000e+03       9.603974787876e-06       5.730009039782e-07 
       2.661000000000e+03       9.599850474023e-06       5.730775298660e-07 
       2.662000000000e+03       9.595732778657e-06       5.731542665880e-07 
       2.663000000000e+03       9.591749266402e-06       5.732311141214e-07 
       2.664000000000e+03       9.587645652506e-06       5.733080724436e-07 
       2.665000000000e+03       9.583674871691e-06       5.733851415320e-07 
       2.666000000000e+03       9.579584882067e-06       5.734623213642e-07 
       2.667000000000e+03       9.575627249408e-06       5.735396119179e-07 
       2.668000000000e+03       9.571550863711e-06       5.736170131707e-07 
       2.669000000000e+03       9.567481497703e-06       5.736945251006e-07 
       2.670000000000e+03       9.563544429774e-06       5.737721476856e-07 
       2.671000000000e+03       9.559488636883e-06       5.738498809036e-07 
       2.672000000000e+03       9.555439411773e-06       5.739277247330e-07 
       2.673000000000e+03       9.551522425609e-06       5.740056791519e-07 
       2.674000000000e+03       9.547486742831e-06       5.740837441388e-07 
       2.675000000000e+03       9.543457612516e-06       5.741619196722e-07 
       2.676000000000e+03       9.539559789228e-06       5.742402057306e-07 
       2.677000000000e+03       9.535544170383e-06       5.743186022927e-07 
       2.678000000000e+03       9.531535524718e-06       5.743971093374e-07 
       2.679000000000e+03       9.527658126466e-06       5.744757268436e-07 
       2.680000000000e+03       9.523662524913e-06       5.745544547901e-07 
       2.681000000000e+03       9.519673880891e-06       5.746332931563e-07 
       2.682000000000e+03       9.515691753191e-06       5.747122419212e-07 
       2.683000000000e+03       9.511840793355e-06       5.747913010641e-07 
       2.684000000000e+03       9.507871668269e-06       5.748704705646e-07 
       2.685000000000e+03       9.503909479756e-06       5.749497504020e-07 
       2.686000000000e+03       9.500077091679e-06       5.750291405560e-07 
       2.687000000000e+03       9.496128310192e-06       5.751086410064e-07 
       2.688000000000e+03       9.492185578115e-06       5.751882517329e-07 
       2.689000000000e+03       9.488373457501e-06       5.752679727155e-07 
       2.690000000000e+03       9.484444100827e-06       5.753478039341e-07 
       2.691000000000e+03       9.480521213482e-06       5.754277453689e-07 
       2.692000000000e+03       9.476728876767e-06       5.755077970002e-07 
       2.693000000000e+03       9.472818897583e-06       5.755879588082e-07 
       2.694000000000e+03       9.468915807240e-06       5.756682307733e-07 
       2.695000000000e+03       9.465141900661e-06       5.757486128762e-07 
       2.696000000000e+03       9.461251251532e-06       5.758291050973e-07 
       2.697000000000e+03       9.457367475227e-06       5.759097074174e-07 
       2.698000000000e+03       9.453490131216e-06       5.759904198174e-07 
       2.699000000000e+03       9.449741889970e-06       5.760712422781e-07 
       2.700000000000e+03       9.445877379814e-06       5.761521747806e-07 
       2.701000000000e+03       9.442019285977e-06       5.762332173059e-07 
       2.702000000000e+03       9.438168037983e-06       5.763143698354e-07 
       2.703000000000e+03       9.434322760713e-06       5.763956323503e-07 
       2.704000000000e+03       9.430606049593e-06       5.764770048320e-07 
       2.705000000000e+03       9.426773552633e-06       5.765584872620e-07 
       2.706000000000e+03       9.422947445189e-06       5.766400796220e-07 
       2.707000000000e+03       9.419128156468e-06       5.767217818937e-07 
       2.708000000000e+03       9.415436917140e-06       5.768035940588e-07 
       2.709000000000e+03       9.411629930845e-06       5.768855160992e-07 
       2.710000000000e+03       9.407829312442e-06       5.769675479970e-07 
       2.711000000000e+03       9.404035056507e-06       5.770496897343e-07 
       2.712000000000e+03       9.400247157606e-06       5.771319412932e-07 
       2.713000000000e+03       9.396585902442e-06       5.772143026560e-07 
       2.714000000000e+03       9.392810686359e-06       5.772967738052e-07 
       2.715000000000e+03       9.389041376767e-06       5.773793547232e-07 
       2.716000000000e+03       9.385278836567e-06       5.774620453926e-07 
       2.717000000000e+03       9.381643291616e-06       5.775448457961e-07 
       2.718000000000e+03       9.377892956251e-06       5.776277559164e-07 
       2.719000000000e+03       9.374148505733e-06       5.777107757364e-07 
       2.720000000000e+03       9.370410802484e-06       5.777939052391e-07 
       2.721000000000e+03       9.366678973161e-06       5.778771444076e-07 
       2.722000000000e+03       9.363074035279e-06       5.779604932249e-07 
       2.723000000000e+03       9.359354789885e-06       5.780439516745e-07 
       2.724000000000e+03       9.355641402049e-06       5.781275197395e-07 
       2.725000000000e+03       9.351934733592e-06       5.782111974035e-07 
       2.726000000000e+03       9.348233911675e-06       5.782949846500e-07 
       2.727000000000e+03       9.344538930885e-06       5.783788814626e-07 
       2.728000000000e+03       9.340850652687e-06       5.784628878251e-07 
       2.729000000000e+03       9.337287819099e-06       5.785470037212e-07 
       2.730000000000e+03       9.333611613629e-06       5.786312291350e-07 
       2.731000000000e+03       9.329941227187e-06       5.787155640503e-07 
       2.732000000000e+03       9.326277087533e-06       5.788000084514e-07 
       2.733000000000e+03       9.322619189032e-06       5.788845623224e-07 
       2.734000000000e+03       9.318967092932e-06       5.789692256476e-07 
       2.735000000000e+03       9.315321226798e-06       5.790539984115e-07 
       2.736000000000e+03       9.311681151972e-06       5.791388805984e-07 
       2.737000000000e+03       9.308165487954e-06       5.792238721929e-07 
       2.738000000000e+03       9.304537396744e-06       5.793089731798e-07 
       2.739000000000e+03       9.300915512987e-06       5.793941835438e-07 
       2.740000000000e+03       9.297299830981e-06       5.794795032698e-07 
       2.741000000000e+03       9.293689912306e-06       5.795649323426e-07 
       2.742000000000e+03       9.290085751409e-06       5.796504707474e-07 
       2.743000000000e+03       9.286487775329e-06       5.797361184692e-07 
       2.744000000000e+03       9.282895978328e-06       5.798218754933e-07 
       2.745000000000e+03       9.279427990339e-06       5.799077418051e-07 
       2.746000000000e+03       9.275847653945e-06       5.799937173899e-07 
       2.747000000000e+03       9.272273479558e-06       5.800798022332e-07 
       2.748000000000e+03       9.268705029091e-06       5.801659963206e-07 
       2.749000000000e+03       9.265142729183e-06       5.802522996378e-07 
       2.750000000000e+03       9.261586141843e-06       5.803387121707e-07 
       2.751000000000e+03       9.258035261438e-06       5.804252339049e-07 
       2.752000000000e+03       9.254490514409e-06       5.805118648266e-07 
       2.753000000000e+03       9.250951462910e-06       5.805986049218e-07 
       2.754000000000e+03       9.247418101280e-06       5.806854541765e-07 
       2.755000000000e+03       9.243890855762e-06       5.807724125771e-07 
       2.756000000000e+03       9.240369288653e-06       5.808594801099e-07 
       2.757000000000e+03       9.236853394268e-06       5.809466567612e-07 
       2.758000000000e+03       9.233343598649e-06       5.810339425176e-07 
       2.759000000000e+03       9.229839464240e-06       5.811213373657e-07 
       2.760000000000e+03       9.226340985327e-06       5.812088412922e-07 
       2.761000000000e+03       9.222848587754e-06       5.812964542838e-07 
       2.762000000000e+03       9.219361834111e-06       5.813841763274e-07 
       2.763000000000e+03       9.215996777656e-06       5.814720074100e-07 
       2.764000000000e+03       9.212521278957e-06       5.815599475186e-07 
       2.765000000000e+03       9.209051406923e-06       5.816479966403e-07 
       2.766000000000e+03       9.205587587058e-06       5.817361547624e-07 
       2.767000000000e+03       9.202128950992e-06       5.818244218722e-07 
       2.768000000000e+03       9.198676355422e-06       5.819127979570e-07 
       2.769000000000e+03       9.195229363288e-06       5.820012830045e-07 
       2.770000000000e+03       9.191787968791e-06       5.820898770020e-07 
       2.771000000000e+03       9.188352166123e-06       5.821785799374e-07 
       2.772000000000e+03       9.184922380384e-06       5.822673917984e-07 
       2.773000000000e+03       9.181497743856e-06       5.823563125728e-07 
       2.774000000000e+03       9.178078681682e-06       5.824453422486e-07 
       2.775000000000e+03       9.174665618759e-06       5.825344808137e-07 
       2.776000000000e+03       9.171257687699e-06       5.826237282563e-07 
       2.777000000000e+03       9.167855744061e-06       5.827130845646e-07 
       2.778000000000e+03       9.164459351241e-06       5.828025497269e-07 
       2.779000000000e+03       9.161068072858e-06       5.828921237315e-07 
       2.780000000000e+03       9.157682764094e-06       5.829818065669e-07 
       2.781000000000e+03       9.154302988493e-06       5.830715982217e-07 
       2.782000000000e+03       9.150928309833e-06       5.831614986845e-07 
       2.783000000000e+03       9.147445132752e-06       5.832515079439e-07 
       2.784000000000e+03       9.144081937219e-06       5.833416259889e-07 
       2.785000000000e+03       9.140724251219e-06       5.834318528083e-07 
       2.786000000000e+03       9.137371638733e-06       5.835221883912e-07 
       2.787000000000e+03       9.134024954049e-06       5.836126327264e-07 
       2.788000000000e+03       9.130683331107e-06       5.837031858033e-07 
       2.789000000000e+03       9.127347623939e-06       5.837938476111e-07 
       2.790000000000e+03       9.124016966709e-06       5.838846181391e-07 
       2.791000000000e+03       9.120691783407e-06       5.839754973766e-07 
       2.792000000000e+03       9.117372068052e-06       5.840664853133e-07 
       2.793000000000e+03       9.114057814653e-06       5.841575819387e-07 
       2.794000000000e+03       9.110749017212e-06       5.842487872424e-07 
       2.795000000000e+03       9.107445240182e-06       5.843401012143e-07 
       2.796000000000e+03       9.104146907212e-06       5.844315238441e-07 
       2.797000000000e+03       9.100741074901e-06       5.845230551218e-07 
       2.798000000000e+03       9.097453628040e-06       5.846146950375e-07 
       2.799000000000e+03       9.094171607169e-06       5.847064435811e-07 
       2.800000000000e+03       9.090894577005e-06       5.847983007429e-07 
       2.801000000000e+03       9.087623390033e-06       5.848902665132e-07 
       2.802000000000e+03       9.084357181777e-06       5.849823408823e-07 
       2.803000000000e+03       9.081095946351e-06       5.850745238406e-07 
       2.804000000000e+03       9.077840535850e-06       5.851668153787e-07 
       2.805000000000e+03       9.074590086143e-06       5.852592154872e-07 
       2.806000000000e+03       9.071345020192e-06       5.853517241567e-07 
       2.807000000000e+03       9.068104903092e-06       5.854443413781e-07 
       2.808000000000e+03       9.064759112347e-06       5.855370671421e-07 
       2.809000000000e+03       9.061529748518e-06       5.856299014398e-07 
       2.810000000000e+03       9.058305315525e-06       5.857228442622e-07 
       2.811000000000e+03       9.055086235987e-06       5.858158956003e-07 
       2.812000000000e+03       9.051872503767e-06       5.859090554454e-07 
       2.813000000000e+03       9.048663684283e-06       5.860023237887e-07 
       2.814000000000e+03       9.045348822030e-06       5.860957006216e-07 
       2.815000000000e+03       9.042150682900e-06       5.861891859355e-07 
       2.816000000000e+03       9.038957438361e-06       5.862827797220e-07 
       2.817000000000e+03       9.035769510618e-06       5.863764819727e-07 
       2.818000000000e+03       9.032586465365e-06       5.864702926792e-07 
       2.819000000000e+03       9.029297855343e-06       5.865642118334e-07 
       2.820000000000e+03       9.026125429253e-06       5.866582394271e-07 
       2.821000000000e+03       9.022957867399e-06       5.867523754521e-07 
       2.822000000000e+03       9.019795163764e-06       5.868466199006e-07 
       2.823000000000e+03       9.016637740136e-06       5.869409727647e-07 
       2.824000000000e+03       9.013485162541e-06       5.870354340365e-07 
       2.825000000000e+03       9.010227508018e-06       5.871300037082e-07 
       2.826000000000e+03       9.007085475847e-06       5.872246817723e-07 
       2.827000000000e+03       9.003948271333e-06       5.873194682212e-07 
       2.828000000000e+03       9.000815888416e-06       5.874143630474e-07 
       2.829000000000e+03       8.997688748471e-06       5.875093662434e-07 
       2.830000000000e+03       8.994566417859e-06       5.876044778020e-07 
       2.831000000000e+03       8.991339925138e-06       5.876996977158e-07 
       2.832000000000e+03       8.988227638404e-06       5.877950259778e-07 
       2.833000000000e+03       8.985120142634e-06       5.878904625809e-07 
       2.834000000000e+03       8.982017858856e-06       5.879860075180e-07 
       2.835000000000e+03       8.978811025524e-06       5.880816607822e-07 
       2.836000000000e+03       8.975718736245e-06       5.881774223667e-07 
       2.837000000000e+03       8.972630786324e-06       5.882732922647e-07 
       2.838000000000e+03       8.969548450449e-06       5.883692704696e-07 
       2.839000000000e+03       8.966361605065e-06       5.884653569747e-07 
       2.840000000000e+03       8.963288787294e-06       5.885615517735e-07 
       2.841000000000e+03       8.960220711177e-06       5.886578548596e-07 
       2.842000000000e+03       8.957157797185e-06       5.887542662266e-07 
       2.843000000000e+03       8.953990840589e-06       5.888507858682e-07 
       2.844000000000e+03       8.950937395298e-06       5.889474137783e-07 
       2.845000000000e+03       8.947888666924e-06       5.890441499507e-07 
       2.846000000000e+03       8.944736778786e-06       5.891409943794e-07 
       2.847000000000e+03       8.941697908357e-06       5.892379470583e-07 
       2.848000000000e+03       8.938663736199e-06       5.893350079817e-07 
       2.849000000000e+03       8.935634256125e-06       5.894321771437e-07 
       2.850000000000e+03       8.932501656174e-06       5.895294545386e-07 
       2.851000000000e+03       8.929481984121e-06       5.896268401607e-07 
       2.852000000000e+03       8.926466559457e-06       5.897243340045e-07 
       2.853000000000e+03       8.923348470787e-06       5.898219360645e-07 
       2.854000000000e+03       8.920342816718e-06       5.899196463352e-07 
       2.855000000000e+03       8.917341817386e-06       5.900174648114e-07 
       2.856000000000e+03       8.914345892288e-06       5.901153914878e-07 
       2.857000000000e+03       8.911247768641e-06       5.902134263592e-07 
       2.858000000000e+03       8.908260712384e-06       5.903115694205e-07 
       2.859000000000e+03       8.905278711470e-06       5.904098206667e-07 
       2.860000000000e+03       8.902194116328e-06       5.905081800929e-07 
       2.861000000000e+03       8.899221372518e-06       5.906066476941e-07 
       2.862000000000e+03       8.896252814309e-06       5.907052234656e-07 
       2.863000000000e+03       8.893182542617e-06       5.908039074028e-07 
       2.864000000000e+03       8.890223629359e-06       5.909026995008e-07 
       2.865000000000e+03       8.887269308248e-06       5.910015997553e-07 
       2.866000000000e+03       8.884213728382e-06       5.911006081617e-07 
       2.867000000000e+03       8.881268589107e-06       5.911997247157e-07 
       2.868000000000e+03       8.878328448093e-06       5.912989494128e-07 
       2.869000000000e+03       8.875285803215e-06       5.913982822489e-07 
       2.870000000000e+03       8.872354806306e-06       5.914977232198e-07 
       2.871000000000e+03       8.869321750286e-06       5.915972723214e-07 
       2.872000000000e+03       8.866399447574e-06       5.916969295496e-07 
       2.873000000000e+03       8.863481686693e-06       5.917966949006e-07 
       2.874000000000e+03       8.860462746161e-06       5.918965683705e-07 
       2.875000000000e+03       8.857554066487e-06       5.919965499554e-07 
       2.876000000000e+03       8.854544651303e-06       5.920966396517e-07 
       2.877000000000e+03       8.851645027528e-06       5.921968374558e-07 
       2.878000000000e+03       8.848749913988e-06       5.922971433641e-07 
       2.879000000000e+03       8.845753670478e-06       5.923975573730e-07 
       2.880000000000e+03       8.842867150793e-06       5.924980794793e-07 
       2.881000000000e+03       8.839880369281e-06       5.925987096795e-07 
       2.882000000000e+03       8.837003266457e-06       5.926994479704e-07 
       2.883000000000e+03       8.834130218194e-06       5.928002943489e-07 
       2.884000000000e+03       8.831156937825e-06       5.929012488117e-07 
       2.885000000000e+03       8.828292420478e-06       5.930023113560e-07 
       2.886000000000e+03       8.825328538348e-06       5.931034819787e-07 
       2.887000000000e+03       8.822472950477e-06       5.932047606769e-07 
       2.888000000000e+03       8.819621809603e-06       5.933061474479e-07 
       2.889000000000e+03       8.816670486255e-06       5.934076422889e-07 
       2.890000000000e+03       8.813828236804e-06       5.935092451973e-07 
       2.891000000000e+03       8.810885824617e-06       5.936109561705e-07 
       2.892000000000e+03       8.808052017725e-06       5.937127752059e-07 
       2.893000000000e+03       8.805119337942e-06       5.938147023012e-07 
       2.894000000000e+03       8.802294371536e-06       5.939167374540e-07 
       2.895000000000e+03       8.799369705300e-06       5.940188806619e-07 
       2.896000000000e+03       8.796553130857e-06       5.941211319229e-07 
       2.897000000000e+03       8.793636876433e-06       5.942234912348e-07 
       2.898000000000e+03       8.790829091764e-06       5.943259585954e-07 
       2.899000000000e+03       8.787922492702e-06       5.944285340028e-07 
       2.900000000000e+03       8.785123049225e-06       5.945312174552e-07 
       2.901000000000e+03       8.782224388234e-06       5.946340089506e-07 
       2.902000000000e+03       8.779433683512e-06       5.947369084873e-07 
       2.903000000000e+03       8.776543358320e-06       5.948399160636e-07 
       2.904000000000e+03       8.773760944189e-06       5.949430316779e-07 
       2.905000000000e+03       8.770879774621e-06       5.950462553286e-07 
       2.906000000000e+03       8.768105625677e-06       5.951495870143e-07 
       2.907000000000e+03       8.765233163450e-06       5.952530267335e-07 
       2.908000000000e+03       8.762467254333e-06       5.953565744850e-07 
       2.909000000000e+03       8.759603051605e-06       5.954602302674e-07 
       2.910000000000e+03       8.756845357003e-06       5.955639940796e-07 
       2.911000000000e+03       8.753989388494e-06       5.956678659206e-07 
       2.912000000000e+03       8.751240305123e-06       5.957718457891e-07 
       2.913000000000e+03       8.748393389439e-06       5.958759336844e-07 
       2.914000000000e+03       8.745652047642e-06       5.959801296054e-07 
       2.915000000000e+03       8.742812893309e-06       5.960844335515e-07 
       2.916000000000e+03       8.740079689901e-06       5.961888455217e-07 
       2.917000000000e+03       8.737249115350e-06       5.962933655155e-07 
       2.918000000000e+03       8.734524024874e-06       5.963979935323e-07 
       2.919000000000e+03       8.731701582832e-06       5.965027295714e-07 
       2.920000000000e+03       8.728984579883e-06       5.966075736326e-07 
       2.921000000000e+03       8.726170666426e-06       5.967125257153e-07 
       2.922000000000e+03       8.723462146893e-06       5.968175858192e-07 
       2.923000000000e+03       8.720655893606e-06       5.969227539441e-07 
       2.924000000000e+03       8.717853468990e-06       5.970280300899e-07 
       2.925000000000e+03       8.715156792353e-06       5.971334142565e-07 
       2.926000000000e+03       8.712363253679e-06       5.972389064437e-07 
       2.927000000000e+03       8.709573524537e-06       5.973445066516e-07 
       2.928000000000e+03       8.706888633577e-06       5.974502148804e-07 
       2.929000000000e+03       8.704106909754e-06       5.975560311303e-07 
       2.930000000000e+03       8.701429979025e-06       5.976619554014e-07 
       2.931000000000e+03       8.698656235079e-06       5.977679876942e-07 
       2.932000000000e+03       8.695886689835e-06       5.978741280089e-07 
       2.933000000000e+03       8.693221449572e-06       5.979803763461e-07 
       2.934000000000e+03       8.690459845964e-06       5.980867327064e-07 
       2.935000000000e+03       8.687802502274e-06       5.981931970902e-07 
       2.936000000000e+03       8.685048394394e-06       5.982997694983e-07 
       2.937000000000e+03       8.682298873680e-06       5.984064499315e-07 
       2.938000000000e+03       8.679653125152e-06       5.985132383905e-07 
       2.939000000000e+03       8.676910641856e-06       5.986201348763e-07 
       2.940000000000e+03       8.674172306226e-06       5.987271393897e-07 
       2.941000000000e+03       8.671538095838e-06       5.988342519319e-07 
       2.942000000000e+03       8.668807600210e-06       5.989414725039e-07 
       2.943000000000e+03       8.666180764640e-06       5.990488011069e-07 
       2.944000000000e+03       8.663458503481e-06       5.991562377421e-07 
       2.945000000000e+03       8.660739518113e-06       5.992637824108e-07 
       2.946000000000e+03       8.658124125481e-06       5.993714351144e-07 
       2.947000000000e+03       8.655412916574e-06       5.994791958544e-07 
       2.948000000000e+03       8.652706223732e-06       5.995870646322e-07 
       2.949000000000e+03       8.650102216835e-06       5.996950414494e-07 
       2.950000000000e+03       8.647402422950e-06       5.998031263078e-07 
       2.951000000000e+03       8.644706706354e-06       5.999113192089e-07 
       2.952000000000e+03       8.642113608767e-06       6.000196201546e-07 
       2.953000000000e+03       8.639425172971e-06       6.001280291468e-07 
       2.954000000000e+03       8.636741214529e-06       6.002365461874e-07 
       2.955000000000e+03       8.634060469318e-06       6.003451712784e-07 
       2.956000000000e+03       8.631482253821e-06       6.004539044218e-07 
       2.957000000000e+03       8.628808738947e-06       6.005627456197e-07 
       2.958000000000e+03       8.626139675669e-06       6.006716948745e-07 
       2.959000000000e+03       8.623572655857e-06       6.007807521882e-07 
       2.960000000000e+03       8.620910365988e-06       6.008899175634e-07 
       2.961000000000e+03       8.618251670878e-06       6.009991910023e-07 
       2.962000000000e+03       8.615596982935e-06       6.011085725075e-07 
       2.963000000000e+03       8.613044249373e-06       6.012180620815e-07 
       2.964000000000e+03       8.610397122012e-06       6.013276597269e-07 
       2.965000000000e+03       8.607753564069e-06       6.014373654464e-07 
       2.966000000000e+03       8.605113569282e-06       6.015471792427e-07 
       2.967000000000e+03       8.602575021216e-06       6.016571011186e-07 
       2.968000000000e+03       8.599942536380e-06       6.017671310771e-07 
       2.969000000000e+03       8.597313595771e-06       6.018772691210e-07 
       2.970000000000e+03       8.594687774998e-06       6.019875152534e-07 
       2.971000000000e+03       8.592163311935e-06       6.020978694773e-07 
       2.972000000000e+03       8.589544950718e-06       6.022083317960e-07 
       2.973000000000e+03       8.586930526608e-06       6.023189022126e-07 
       2.974000000000e+03       8.584319197435e-06       6.024295807304e-07 
       2.975000000000e+03       8.581808718952e-06       6.025403673527e-07 
       2.976000000000e+03       8.579204798771e-06       6.026512620830e-07 
       2.977000000000e+03       8.576604790264e-06       6.027622649248e-07 
       2.978000000000e+03       8.574007434234e-06       6.028733758815e-07 
       2.979000000000e+03       8.571510839997e-06       6.029845949569e-07 
       2.980000000000e+03       8.568920425204e-06       6.030959221546e-07 
       2.981000000000e+03       8.566334314322e-06       6.032073574783e-07 
       2.982000000000e+03       8.563751666087e-06       6.033189009319e-07 
       2.983000000000e+03       8.561172057018e-06       6.034305525193e-07 
       2.984000000000e+03       8.558595898250e-06       6.035423122443e-07 
       2.985000000000e+03       8.556119533761e-06       6.036541801111e-07 
       2.986000000000e+03       8.553550658172e-06       6.037661561236e-07 
       2.987000000000e+03       8.550985214033e-06       6.038782402861e-07 
       2.988000000000e+03       8.548422778215e-06       6.039904326027e-07 
       2.989000000000e+03       8.545863761520e-06       6.041027330778e-07 
       2.990000000000e+03       8.543308991237e-06       6.042151417156e-07 
       2.991000000000e+03       8.540756793970e-06       6.043276585206e-07 
       2.992000000000e+03       8.538303819898e-06       6.044402834972e-07 
       2.993000000000e+03       8.535758401597e-06       6.045530166501e-07 
       2.994000000000e+03       8.533217204265e-06       6.046658579837e-07 
       2.995000000000e+03       8.530678555616e-06       6.047788075028e-07 
       2.996000000000e+03       8.528143282541e-06       6.048918652121e-07 
       2.997000000000e+03       8.525611795107e-06       6.050050311164e-07 
       2.998000000000e+03       8.523083254481e-06       6.051183052206e-07 
       2.999000000000e+03       8.520653366815e-06       6.052316875296e-07 
       3.000000000000e+03       8.518131518220e-06       6.053451780483e-07 
       3.001000000000e+03       8.515613014170e-06       6.054587767820e-07 
       3.002000000000e+03       8.513098264401e-06       6.055724837356e-07 
       3.003000000000e+03       8.510586014923e-06       6.056862989144e-07 
       3.004000000000e+03       8.508077507343e-06       6.058002223236e-07 
       3.005000000000e+03       8.505571903815e-06       6.059142539686e-07 
       3.006000000000e+03       8.503164384052e-06       6.060283938547e-07 
       3.007000000000e+03       8.500665801772e-06       6.061426419873e-07 
       3.008000000000e+03       8.498169689688e-06       6.062569983721e-07 
       3.009000000000e+03       8.495677288392e-06       6.063714630145e-07 
       3.010000000000e+03       8.493188591509e-06       6.064860359202e-07 
       3.011000000000e+03       8.490702346723e-06       6.066007170950e-07 
       3.012000000000e+03       8.488219378777e-06       6.067155065445e-07 
       3.013000000000e+03       8.485739681511e-06       6.068304042747e-07 
       3.014000000000e+03       8.483263248770e-06       6.069454102913e-07 
       3.015000000000e+03       8.480790074403e-06       6.070605246004e-07 
       3.016000000000e+03       8.478320152264e-06       6.071757472080e-07 
       3.017000000000e+03       8.475853476208e-06       6.072910781202e-07 
       3.018000000000e+03       8.473389625264e-06       6.074065173432e-07 
